,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,17.069,0.199,0.9124,0.18716,0.1837,-0.0609,0.0406,1.0
1,17.07,0.201,0.9118,0.18759,0.18414,-0.0612,0.0406,1.0
2,17.051,0.2,0.9117,0.18707,0.18362,-0.0609,0.0406,1.0
3,16.929,0.2,0.9089,0.18519,0.18172,-0.0603,0.0404,1.0
4,17.046,0.2,0.9117,0.18692,0.18346,-0.0608,0.0406,1.0
5,16.965,0.2,0.9089,0.18609,0.18263,-0.0607,0.0404,1.0
6,16.967,0.2,0.9091,0.18604,0.18258,-0.0606,0.0404,1.0
7,17.039,0.199,0.9107,0.18715,0.18371,-0.0611,0.0405,1.0
8,17.071,0.199,0.9113,0.1877,0.18426,-0.0613,0.0405,1.0
9,17.045,0.199,0.9137,0.18634,0.18288,-0.0605,0.041,1.0
10,16.982,0.201,0.9093,0.18642,0.18296,-0.0608,0.0405,1.0
11,16.924,0.201,0.9074,0.18579,0.18233,-0.0607,0.0404,1.0
12,16.955,0.2,0.9084,0.18605,0.18259,-0.0607,0.0404,1.0
13,17.071,0.199,0.9126,0.1871,0.18364,-0.0608,0.0406,1.0
14,17.026,0.2,0.9097,0.1873,0.18386,-0.0612,0.0405,1.0
