,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,12.978,0.2,1.966,0.04106,0.03587,-0.1531,0.3661,1.0
1,13.043,0.201,1.9636,0.04186,0.03669,-0.1522,0.3643,1.0
2,13.023,0.2,1.9641,0.04161,0.03643,-0.1525,0.3653,1.0
3,13.03,0.2,1.965,0.04154,0.03635,-0.1525,0.3635,1.0
4,12.984,0.201,1.9655,0.04121,0.03602,-0.1529,0.366,1.0
5,13.028,0.2,1.964,0.04166,0.03648,-0.1524,0.3651,1.0
6,13.057,0.199,1.9638,0.04184,0.03666,-0.1522,0.3635,1.0
7,13.057,0.201,1.9638,0.04194,0.03675,-0.1521,0.3631,1.0
8,13.029,0.2,1.9641,0.04166,0.03648,-0.1524,0.3648,1.0
9,12.968,0.199,1.966,0.04094,0.03574,-0.1532,0.3671,1.0
10,12.931,0.199,1.967,0.0406,0.03538,-0.1536,0.3698,1.0
11,12.994,0.201,1.9652,0.04131,0.03613,-0.1528,0.3656,1.0
12,12.93,0.2,1.9672,0.04059,0.03538,-0.1536,0.3686,1.0
13,12.971,0.2,1.9657,0.04105,0.03586,-0.1531,0.367,1.0
14,13.056,0.2,1.9647,0.04174,0.03656,-0.1522,0.3621,1.0
