,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,7.965,0.2,1.8303,0.0229,0.01582,-0.2116,0.4914,1.0
1,8.031,0.2,1.8382,0.02284,0.01579,-0.2117,0.49,1.0
2,7.936,0.199,1.8278,0.02271,0.01564,-0.2118,0.4913,1.0
3,7.985,0.2,1.8326,0.02287,0.01581,-0.2116,0.4909,1.0
4,7.991,0.199,1.8329,0.02288,0.01581,-0.2116,0.491,1.0
5,8.036,0.2,1.8374,0.02302,0.01596,-0.2115,0.4906,1.0
6,8.023,0.2,1.8382,0.02273,0.01568,-0.2118,0.4896,1.0
7,8.065,0.201,1.843,0.02283,0.01578,-0.2118,0.4892,1.0
8,8.047,0.199,1.8393,0.02289,0.01583,-0.2117,0.49,1.0
9,7.956,0.2,1.8302,0.02275,0.01568,-0.2117,0.4909,1.0
10,7.963,0.2,1.8312,0.02271,0.01564,-0.2118,0.4906,1.0
11,8.06,0.2,1.8417,0.02285,0.01579,-0.2118,0.4895,1.0
12,8.038,0.201,1.8398,0.02281,0.01576,-0.2118,0.4896,1.0
13,8.026,0.2,1.8381,0.02278,0.01572,-0.2118,0.4898,1.0
14,8.044,0.199,1.8389,0.0229,0.01584,-0.2117,0.4901,1.0
