,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,2.044,0.199,1.2346,0.01553,0.00732,-0.2212,0.5724,0.3121
1,1.997,0.2,1.2296,0.01549,0.00726,-0.2211,0.5727,0.3027
2,1.923,0.2,1.2218,0.01552,0.00726,-0.2212,0.575,0.2913
3,2.018,0.2,1.2321,0.01558,0.00735,-0.2212,0.5735,0.3079
4,2.061,0.201,1.237,0.01561,0.00739,-0.2213,0.5726,0.3165
5,2.072,0.2,1.2379,0.01552,0.00732,-0.2212,0.5714,0.317
6,2.025,0.199,1.2326,0.01558,0.00735,-0.2212,0.5735,0.3096
7,2.036,0.2,1.2339,0.01549,0.00729,-0.2212,0.5719,0.3094
8,1.949,0.2,1.2247,0.01557,0.00731,-0.2213,0.575,0.2963
9,2.069,0.201,1.2378,0.01555,0.00734,-0.2212,0.5717,0.3167
10,1.998,0.2,1.2298,0.01552,0.00729,-0.2212,0.5731,0.3034
11,2.018,0.2,1.232,0.01553,0.00731,-0.2212,0.5728,0.3069
12,2.014,0.2,1.2316,0.01554,0.00732,-0.2212,0.5731,0.3065
13,2.033,0.2,1.2337,0.01557,0.00735,-0.2212,0.573,0.3104
14,2.015,0.199,1.2314,0.01548,0.00727,-0.2211,0.5724,0.3058
