,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,17.033,0.201,1.5935,0.13289,0.12697,-0.1326,0.0596,1.0
1,16.932,0.2,1.5972,0.13091,0.12497,-0.1323,0.0626,1.0
2,17.048,0.201,1.5934,0.13313,0.12722,-0.1327,0.0585,1.0
3,16.977,0.201,1.595,0.1319,0.12597,-0.1324,0.0616,1.0
4,17.035,0.201,1.593,0.13297,0.12705,-0.1326,0.06,1.0
5,17.066,0.2,1.5928,0.13338,0.12747,-0.1327,0.0581,1.0
6,16.964,0.2,1.596,0.13152,0.12558,-0.1324,0.0615,1.0
7,17.021,0.2,1.5938,0.13259,0.12667,-0.1325,0.0604,1.0
8,17.005,0.2,1.5945,0.13229,0.12636,-0.1325,0.0605,1.0
9,17.059,0.2,1.5928,0.13327,0.12735,-0.1326,0.0587,1.0
10,16.983,0.2,1.5949,0.13192,0.12599,-0.1324,0.0615,1.0
11,16.979,0.2,1.5954,0.1318,0.12587,-0.1324,0.0612,1.0
12,16.945,0.2,1.5964,0.13121,0.12527,-0.1323,0.0624,1.0
