,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,18.966,0.2,1.575,0.16119,0.15549,-0.1385,0.0334,1.0
1,18.999,0.201,1.5755,0.16164,0.15595,-0.1386,0.0331,1.0
2,18.997,0.2,1.5754,0.1615,0.15581,-0.1385,0.0332,1.0
3,18.983,0.201,1.5754,0.16147,0.15579,-0.1386,0.033,1.0
4,19.017,0.2,1.5756,0.16171,0.15601,-0.1386,0.0332,1.0
5,19.032,0.201,1.576,0.16198,0.1563,-0.1387,0.0328,1.0
6,19.074,0.199,1.5765,0.16227,0.15658,-0.1387,0.0326,1.0
7,18.977,0.2,1.5752,0.16129,0.15559,-0.1385,0.0333,1.0
8,18.925,0.201,1.5746,0.16084,0.15514,-0.1384,0.0335,1.0
9,18.997,0.199,1.5755,0.16144,0.15574,-0.1385,0.0331,1.0
10,18.967,0.2,1.5751,0.16121,0.15551,-0.1385,0.0333,1.0
11,18.929,0.2,1.5748,0.16079,0.15509,-0.1384,0.0334,1.0
12,19.006,0.2,1.5757,0.16163,0.15594,-0.1386,0.033,1.0
13,18.975,0.2,1.5754,0.16129,0.15561,-0.1386,0.0331,1.0
14,19.059,0.2,1.5764,0.16218,0.1565,-0.1388,0.0326,1.0
