,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,0.983,0.199,1.1208,0.01514,0.0067,-0.2217,0.5959,0.1886
1,1.048,0.2,1.1276,0.01518,0.00677,-0.2216,0.5944,0.1937
2,0.997,0.201,1.1224,0.01513,0.00671,-0.2217,0.595,0.1892
3,0.958,0.2,1.1183,0.01513,0.00668,-0.2217,0.5961,0.1863
4,0.993,0.201,1.122,0.01512,0.00671,-0.2217,0.5951,0.1889
5,0.953,0.199,1.1177,0.01512,0.00667,-0.2217,0.5963,0.186
6,1.0,0.199,1.1222,0.01507,0.00667,-0.2216,0.5944,0.1891
7,0.97,0.2,1.1194,0.01511,0.00667,-0.2217,0.5955,0.1869
8,1.018,0.2,1.1246,0.01517,0.00675,-0.2217,0.5952,0.1914
9,1.017,0.199,1.124,0.0151,0.0067,-0.2216,0.5944,0.1907
10,0.97,0.2,1.1195,0.01512,0.00668,-0.2217,0.5956,0.187
11,1.003,0.2,1.1229,0.01512,0.00671,-0.2217,0.5949,0.1897
12,1.001,0.2,1.1229,0.01516,0.00673,-0.2217,0.5956,0.19
13,1.02,0.199,1.1242,0.01507,0.00669,-0.2215,0.5939,0.1906
14,1.066,0.201,1.1295,0.01517,0.00678,-0.2216,0.5935,0.1949
