,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,14.055,0.201,1.91,0.05644,0.05142,-0.1412,0.2957,1.0
1,14.052,0.199,1.9106,0.05622,0.05118,-0.1413,0.2956,1.0
2,14.075,0.199,1.9086,0.05666,0.05163,-0.1411,0.2932,1.0
3,13.934,0.2,1.9202,0.05409,0.04907,-0.1425,0.3057,1.0
4,14.075,0.201,1.9084,0.05682,0.0518,-0.141,0.2946,1.0
5,13.994,0.2,1.9149,0.05524,0.0502,-0.1419,0.2994,1.0
6,13.98,0.199,1.9164,0.05487,0.04983,-0.142,0.3021,1.0
7,13.955,0.2,1.918,0.05451,0.04947,-0.1423,0.3026,1.0
8,13.922,0.2,1.9209,0.05389,0.04886,-0.1427,0.305,1.0
9,14.012,0.2,1.9136,0.05556,0.05052,-0.1417,0.2982,1.0
10,13.938,0.2,1.9199,0.05416,0.04914,-0.1425,0.3047,1.0
11,13.96,0.2,1.9182,0.05456,0.04955,-0.1422,0.3053,1.0
12,13.965,0.201,1.917,0.05478,0.04974,-0.1421,0.3021,1.0
13,13.939,0.2,1.9196,0.0542,0.04917,-0.1425,0.3043,1.0
14,14.079,0.199,1.9085,0.05672,0.05169,-0.141,0.2945,1.0
