,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,0.042,0.2,1.0178,0.01483,0.00657,-0.222,0.619,0.1257
1,-0.076,0.201,1.0052,0.01495,0.00665,-0.2221,0.623,0.1199
2,0.051,0.2,1.0188,0.01483,0.00657,-0.222,0.6188,0.1262
3,0.075,0.2,1.0214,0.0149,0.00662,-0.222,0.6188,0.1278
4,0.019,0.2,1.0153,0.01484,0.00657,-0.2221,0.6198,0.1247
5,0.033,0.201,1.0169,0.01492,0.00664,-0.2221,0.6202,0.1258
6,0.068,0.2,1.0207,0.01486,0.00658,-0.222,0.6185,0.1272
7,0.055,0.2,1.0193,0.01483,0.00657,-0.222,0.6187,0.1264
8,0.016,0.2,1.0148,0.01492,0.00664,-0.2221,0.6209,0.125
9,0.033,0.2,1.0167,0.01487,0.0066,-0.222,0.6198,0.1256
10,0.005,0.199,1.0135,0.01486,0.00659,-0.222,0.6207,0.1242
11,-0.008,0.199,1.0121,0.01488,0.00661,-0.2221,0.6213,0.1237
12,-0.001,0.201,1.0132,0.01487,0.0066,-0.2221,0.6206,0.1238
13,-0.046,0.2,1.0083,0.0149,0.00661,-0.2221,0.6225,0.1219
14,-0.041,0.199,1.0086,0.01483,0.00656,-0.222,0.6216,0.1217
