,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,17.929,0.199,1.5682,0.14856,0.14264,-0.1356,0.0439,1.0
1,17.96,0.201,1.5698,0.14896,0.14309,-0.1357,0.0431,1.0
2,18.06,0.2,1.5694,0.15025,0.1444,-0.1359,0.0422,1.0
3,17.943,0.2,1.5697,0.14866,0.14278,-0.1356,0.0432,1.0
4,18.054,0.2,1.57,0.1501,0.14427,-0.1359,0.042,1.0
5,17.939,0.199,1.5685,0.14867,0.14276,-0.1356,0.0438,1.0
6,17.987,0.199,1.5699,0.14914,0.14327,-0.1357,0.0427,1.0
7,17.996,0.2,1.5689,0.14946,0.14358,-0.1358,0.0431,1.0
8,18.069,0.199,1.5696,0.15027,0.14442,-0.1359,0.0421,1.0
9,17.956,0.199,1.5702,0.14869,0.14282,-0.1356,0.043,1.0
10,17.965,0.2,1.5702,0.14889,0.14303,-0.1357,0.0428,1.0
11,17.925,0.2,1.569,0.14851,0.14261,-0.1356,0.0437,1.0
12,17.995,0.201,1.5692,0.1495,0.14364,-0.1358,0.0429,1.0
13,18.04,0.199,1.5698,0.14986,0.14401,-0.1359,0.0422,1.0
14,18.069,0.2,1.5703,0.15027,0.14445,-0.136,0.0417,1.0
