,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,3.034,0.2,1.3358,0.01543,0.00811,-0.2195,0.5556,1.0
1,3.079,0.2,1.3407,0.01547,0.00813,-0.2195,0.5548,1.0
2,2.94,0.199,1.3256,0.01537,0.00806,-0.2196,0.5579,1.0
3,2.923,0.201,1.3242,0.01529,0.00801,-0.2196,0.5571,1.0
4,3.071,0.2,1.3398,0.01549,0.00815,-0.2195,0.5552,1.0
5,3.041,0.199,1.3363,0.01545,0.00812,-0.2195,0.5558,1.0
6,3.035,0.2,1.3359,0.01543,0.00811,-0.2195,0.5556,1.0
7,2.933,0.2,1.3251,0.01534,0.00804,-0.2196,0.5575,1.0
8,3.022,0.201,1.3348,0.01542,0.0081,-0.2195,0.5557,1.0
9,3.074,0.2,1.3401,0.01551,0.00817,-0.2195,0.5553,1.0
10,3.042,0.2,1.3367,0.01536,0.00805,-0.2195,0.5546,1.0
11,3.075,0.2,1.3403,0.01543,0.0081,-0.2195,0.5545,1.0
12,2.94,0.2,1.3258,0.01533,0.00804,-0.2196,0.5572,1.0
13,2.955,0.2,1.3273,0.01531,0.00802,-0.2195,0.5566,1.0
14,3.029,0.201,1.3355,0.01546,0.00814,-0.2195,0.556,1.0
