,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,6.051,0.201,1.6537,0.01957,0.01202,-0.2172,0.5152,1.0
1,6.042,0.201,1.6522,0.01949,0.01196,-0.2171,0.5148,1.0
2,5.979,0.199,1.6461,0.01932,0.01178,-0.2173,0.5153,1.0
3,5.94,0.199,1.6434,0.01928,0.01171,-0.2176,0.5161,1.0
4,6.041,0.199,1.6508,0.0194,0.01189,-0.2169,0.5143,1.0
5,5.936,0.199,1.6442,0.01934,0.01173,-0.2179,0.5166,1.0
6,5.926,0.2,1.6447,0.01938,0.01175,-0.2181,0.5171,1.0
7,6.018,0.2,1.6501,0.01944,0.0119,-0.2172,0.5152,1.0
8,6.033,0.2,1.6515,0.01948,0.01194,-0.2172,0.5151,1.0
9,6.061,0.199,1.6531,0.01948,0.01197,-0.217,0.5146,1.0
10,6.058,0.199,1.6536,0.01954,0.01199,-0.2171,0.5151,1.0
11,5.936,0.201,1.6429,0.01926,0.01171,-0.2175,0.5157,1.0
12,6.023,0.2,1.6504,0.01944,0.01191,-0.2172,0.5151,1.0
13,5.97,0.201,1.6456,0.01932,0.01178,-0.2173,0.5153,1.0
14,5.964,0.201,1.6459,0.01936,0.0118,-0.2175,0.5158,1.0
