,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,7.028,0.2,1.2293,0.01455,0.00796,-0.0926,0.4252,1.0
1,7.027,0.199,1.229,0.01458,0.00797,-0.0926,0.4258,1.0
2,7.024,0.201,1.2292,0.01461,0.008,-0.0926,0.4261,1.0
3,7.046,0.2,1.2309,0.01461,0.00801,-0.0925,0.4247,1.0
4,7.031,0.2,1.2296,0.01466,0.00804,-0.0926,0.4265,1.0
5,6.959,0.2,1.223,0.01451,0.00793,-0.0929,0.4292,1.0
6,7.005,0.2,1.2272,0.01453,0.00794,-0.0927,0.4265,1.0
7,7.047,0.2,1.231,0.01464,0.00802,-0.0925,0.425,1.0
8,7.076,0.2,1.2336,0.0147,0.0081,-0.0924,0.424,1.0
9,7.005,0.2,1.2272,0.01454,0.00794,-0.0927,0.4265,1.0
10,6.922,0.199,1.2194,0.01444,0.00788,-0.0931,0.431,1.0
11,6.956,0.2,1.2227,0.0145,0.00793,-0.0929,0.4294,1.0
12,6.945,0.199,1.2215,0.01445,0.00788,-0.093,0.4295,1.0
13,7.001,0.201,1.2271,0.01453,0.00793,-0.0927,0.4264,1.0
14,6.952,0.199,1.2221,0.01453,0.00795,-0.093,0.4302,1.0
