,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,2.982,0.2,0.8149,0.01088,0.00439,-0.103,0.5905,1.0
1,2.951,0.199,0.8113,0.01091,0.00442,-0.103,0.5929,1.0
2,2.985,0.201,0.8155,0.01088,0.00439,-0.103,0.5902,1.0
3,3.002,0.199,0.817,0.01093,0.00442,-0.103,0.5906,1.0
4,3.04,0.2,0.8214,0.01094,0.00441,-0.1029,0.5886,1.0
5,3.017,0.2,0.8188,0.01094,0.00443,-0.103,0.5899,1.0
6,2.921,0.2,0.8082,0.01087,0.0044,-0.1031,0.5936,1.0
7,2.926,0.2,0.8088,0.01084,0.00437,-0.1031,0.5927,1.0
8,2.988,0.2,0.8156,0.0109,0.0044,-0.103,0.5907,1.0
9,3.021,0.2,0.8193,0.01091,0.0044,-0.103,0.5891,1.0
10,3.044,0.2,0.8219,0.01094,0.00441,-0.1029,0.5884,1.0
11,2.936,0.201,0.8101,0.01085,0.00438,-0.1031,0.5921,1.0
12,2.983,0.2,0.815,0.0109,0.00441,-0.103,0.591,1.0
13,2.944,0.199,0.8106,0.0109,0.00441,-0.103,0.593,1.0
14,3.059,0.199,0.8233,0.01099,0.00445,-0.1029,0.5889,1.0
