,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,4.997,0.199,1.031,0.01278,0.00605,-0.0998,0.521,1.0
1,5.064,0.199,1.0376,0.01274,0.00608,-0.0996,0.517,1.0
2,4.921,0.199,1.0231,0.01269,0.00596,-0.1,0.5235,1.0
3,4.925,0.2,1.0237,0.01259,0.00589,-0.0999,0.5215,1.0
4,4.983,0.199,1.0296,0.01276,0.00603,-0.0998,0.5215,1.0
5,5.021,0.2,1.0337,0.01282,0.00609,-0.0998,0.5203,1.0
6,5.015,0.2,1.0329,0.01274,0.00604,-0.0997,0.5193,1.0
7,4.962,0.201,1.0275,0.0126,0.00593,-0.0998,0.5197,1.0
8,4.978,0.199,1.0288,0.01264,0.00596,-0.0998,0.5198,1.0
9,5.061,0.199,1.0372,0.01265,0.00602,-0.0995,0.5157,1.0
10,4.968,0.201,1.0287,0.01279,0.00603,-0.0999,0.5223,1.0
11,5.034,0.201,1.0349,0.01268,0.00602,-0.0996,0.5172,1.0
12,5.02,0.201,1.0334,0.01263,0.00598,-0.0996,0.5171,1.0
13,5.07,0.2,1.0385,0.01281,0.00613,-0.0996,0.5175,1.0
14,4.966,0.2,1.0278,0.01262,0.00594,-0.0998,0.52,1.0
15,5.02,0.201,1.0334,0.01263,0.00598,-0.0996,0.5171,1.0
16,4.931,0.2,1.0244,0.01273,0.00599,-0.1,0.5235,1.0
17,5.062,0.2,1.0377,0.01283,0.00614,-0.0996,0.5183,1.0
18,5.052,0.2,1.0368,0.01284,0.00613,-0.0997,0.519,1.0
19,5.069,0.2,1.0385,0.01284,0.00615,-0.0996,0.5181,1.0
20,4.985,0.201,1.0299,0.01265,0.00597,-0.0998,0.5192,1.0
21,4.987,0.2,1.0298,0.0126,0.00595,-0.0997,0.5186,1.0
22,5.0,0.199,1.0312,0.01275,0.00603,-0.0998,0.5204,1.0
23,5.048,0.201,1.0364,0.01273,0.00606,-0.0996,0.5172,1.0
24,4.975,0.199,1.029,0.01279,0.00603,-0.0999,0.5223,1.0
25,4.961,0.199,1.0271,0.01262,0.00593,-0.0998,0.5203,1.0
26,4.927,0.199,1.0238,0.0127,0.00596,-0.1,0.5233,1.0
27,4.929,0.199,1.0238,0.01257,0.00588,-0.0999,0.5212,1.0
28,5.025,0.199,1.0336,0.0127,0.00602,-0.0997,0.5183,1.0
29,5.047,0.201,1.0362,0.01268,0.00603,-0.0996,0.5165,1.0
30,5.079,0.201,1.0397,0.01288,0.00618,-0.0996,0.518,1.0
31,5.022,0.199,1.0333,0.01268,0.00601,-0.0997,0.5182,1.0
32,5.076,0.201,1.0393,0.01277,0.00611,-0.0996,0.5165,1.0
33,4.985,0.2,1.0296,0.01261,0.00595,-0.0997,0.5188,1.0
34,4.974,0.2,1.0286,0.01264,0.00596,-0.0998,0.5199,1.0
