,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,18.949,0.2,1.2905,0.14829,0.14435,-0.0603,0.0284,1.0
1,18.979,0.2,1.2877,0.14945,0.14554,-0.0611,0.0284,1.0
2,18.971,0.2,1.2899,0.1487,0.14475,-0.0604,0.0285,1.0
3,18.938,0.199,1.2926,0.14752,0.14355,-0.0597,0.0284,1.0
4,18.981,0.201,1.2873,0.14961,0.14569,-0.0611,0.0284,1.0
5,18.935,0.201,1.2917,0.14782,0.14385,-0.0599,0.0285,1.0
6,18.922,0.201,1.2916,0.14772,0.14377,-0.06,0.0284,1.0
7,19.029,0.2,1.2847,0.15088,0.14698,-0.0619,0.0285,1.0
8,18.936,0.201,1.2902,0.14827,0.14434,-0.0604,0.0283,1.0
9,19.041,0.2,1.2833,0.15143,0.14755,-0.0623,0.0284,1.0
10,18.974,0.199,1.2897,0.14877,0.14482,-0.0605,0.0284,1.0
11,18.92,0.201,1.2927,0.14736,0.14338,-0.0596,0.0285,1.0
12,18.975,0.201,1.2869,0.14967,0.14576,-0.0613,0.0283,1.0
13,19.066,0.2,1.281,0.15239,0.14853,-0.063,0.0284,1.0
14,18.978,0.2,1.2888,0.14909,0.14515,-0.0607,0.0285,1.0
