,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,19.958,0.2,0.7667,0.20768,0.20473,-0.0694,0.0562,1.0
1,19.981,0.2,0.7574,0.2091,0.2062,-0.0713,0.056,1.0
2,20.055,0.2,0.7566,0.21038,0.20746,-0.0718,0.0559,1.0
3,20.073,0.2,0.7585,0.21048,0.20755,-0.0716,0.056,1.0
4,19.993,0.2,0.7603,0.20897,0.20605,-0.0708,0.0561,1.0
5,19.962,0.199,0.7659,0.2078,0.20487,-0.0696,0.0562,1.0
6,20.069,0.2,0.7425,0.21214,0.20921,-0.0744,0.055,1.0
7,19.961,0.199,0.762,0.20822,0.2053,-0.0703,0.0561,1.0
8,20.068,0.201,0.7543,0.21086,0.20794,-0.0723,0.0558,1.0
9,20.046,0.201,0.7628,0.20962,0.20668,-0.0707,0.0561,1.0
10,20.072,0.2,0.7577,0.21054,0.20761,-0.0717,0.056,1.0
11,20.079,0.2,0.7402,0.2126,0.20968,-0.0749,0.0546,1.0
12,19.995,0.2,0.7654,0.20844,0.2055,-0.0699,0.0562,1.0
13,19.964,0.199,0.7652,0.20792,0.20498,-0.0697,0.0562,1.0
14,19.922,0.199,0.7628,0.20748,0.20457,-0.0699,0.0561,1.0
15,20.001,0.2,0.7611,0.20902,0.2061,-0.0707,0.0561,1.0
16,19.968,0.199,0.7625,0.20828,0.20536,-0.0702,0.0561,1.0
17,20.036,0.201,0.7596,0.20979,0.20687,-0.0712,0.056,1.0
18,19.964,0.2,0.7636,0.20813,0.20521,-0.07,0.0562,1.0
19,19.921,0.2,0.7614,0.20768,0.20477,-0.0702,0.0561,1.0
20,19.934,0.199,0.7654,0.20739,0.20446,-0.0695,0.0562,1.0
21,19.999,0.2,0.7655,0.20852,0.20558,-0.0699,0.0562,1.0
22,20.02,0.199,0.7627,0.20914,0.2062,-0.0705,0.0561,1.0
23,20.042,0.2,0.7606,0.20975,0.20682,-0.071,0.0561,1.0
24,20.013,0.201,0.7601,0.20937,0.20644,-0.071,0.0561,1.0
25,20.051,0.201,0.7553,0.21049,0.20757,-0.0721,0.0559,1.0
26,19.922,0.2,0.7661,0.20683,0.20389,-0.0694,0.0563,1.0
27,20.071,0.199,0.7388,0.21268,0.20976,-0.0752,0.054,1.0
28,20.053,0.201,0.7578,0.21026,0.20734,-0.0716,0.056,1.0
29,20.021,0.2,0.7624,0.2092,0.20627,-0.0706,0.0561,1.0
30,20.026,0.199,0.7615,0.20936,0.20643,-0.0708,0.0561,1.0
31,20.031,0.2,0.7583,0.20981,0.20689,-0.0714,0.056,1.0
32,20.075,0.2,0.7391,0.21272,0.2098,-0.0752,0.0542,1.0
33,20.039,0.2,0.7571,0.21007,0.20715,-0.0717,0.0559,1.0
34,20.053,0.201,0.7393,0.2124,0.20948,-0.075,0.0543,1.0
35,19.924,0.201,0.7626,0.20761,0.2047,-0.07,0.0561,1.0
36,19.968,0.201,0.7578,0.20889,0.20598,-0.0711,0.056,1.0
37,19.982,0.2,0.7567,0.2092,0.20629,-0.0714,0.0559,1.0
