,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,1.025,0.2,0.6051,0.00949,0.00366,-0.1064,0.6757,1.0
1,0.948,0.201,0.5971,0.00942,0.00364,-0.1066,0.6789,1.0
2,0.943,0.201,0.5966,0.00943,0.00365,-0.1066,0.6795,1.0
3,1.032,0.201,0.606,0.00948,0.00365,-0.1064,0.6747,1.0
4,1.007,0.2,0.6032,0.00946,0.00364,-0.1064,0.6759,1.0
5,0.96,0.201,0.5984,0.00947,0.00366,-0.1066,0.6792,1.0
6,0.96,0.2,0.5983,0.0095,0.00368,-0.1066,0.6801,1.0
7,0.943,0.2,0.5966,0.00948,0.00367,-0.1066,0.6808,1.0
8,1.047,0.201,0.6075,0.00955,0.00369,-0.1064,0.6753,1.0
9,1.007,0.2,0.6032,0.00948,0.00366,-0.1064,0.6766,1.0
10,1.052,0.201,0.6081,0.00951,0.00366,-0.1063,0.6741,1.0
11,0.931,0.199,0.5952,0.00944,0.00365,-0.1066,0.6809,1.0
12,0.948,0.201,0.5972,0.00947,0.00367,-0.1066,0.6802,1.0
13,1.037,0.199,0.6063,0.00948,0.00365,-0.1063,0.6749,1.0
14,1.003,0.2,0.6028,0.00951,0.00368,-0.1064,0.6775,1.0
