,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,14.984,0.2,1.3916,0.07308,0.06673,-0.0349,0.0374,1.0
1,15.025,0.201,1.3921,0.07364,0.06732,-0.035,0.037,1.0
2,15.043,0.199,1.3923,0.07367,0.06733,-0.0347,0.0373,1.0
3,15.066,0.199,1.3933,0.07394,0.06763,-0.0354,0.0364,1.0
4,14.929,0.2,1.3921,0.07244,0.0661,-0.0356,0.0369,1.0
5,14.968,0.199,1.3926,0.0728,0.06647,-0.0355,0.0368,1.0
6,15.069,0.201,1.3927,0.07415,0.06785,-0.0352,0.0366,1.0
7,14.992,0.201,1.3914,0.07326,0.06691,-0.0347,0.0375,1.0
8,15.057,0.201,1.3929,0.074,0.06771,-0.0354,0.0364,1.0
9,15.06,0.2,1.3924,0.07396,0.06765,-0.0349,0.0369,1.0
10,15.067,0.2,1.3923,0.07405,0.06773,-0.0348,0.037,1.0
11,14.963,0.199,1.3917,0.07274,0.06637,-0.0348,0.0376,1.0
12,15.02,0.201,1.3923,0.07358,0.06727,-0.0353,0.0367,1.0
13,14.98,0.199,1.3918,0.07294,0.06659,-0.0348,0.0375,1.0
14,15.01,0.2,1.3926,0.07337,0.06706,-0.0354,0.0367,1.0
15,15.013,0.201,1.3922,0.0735,0.06719,-0.0352,0.0368,1.0
16,15.036,0.2,1.3925,0.07368,0.06736,-0.0351,0.0368,1.0
17,15.016,0.201,1.3921,0.07354,0.06722,-0.0351,0.0369,1.0
18,15.032,0.2,1.3924,0.07363,0.06731,-0.035,0.0369,1.0
19,15.012,0.201,1.3918,0.0735,0.06717,-0.035,0.0371,1.0
20,15.001,0.2,1.3918,0.07327,0.06693,-0.0348,0.0374,1.0
21,14.996,0.2,1.3924,0.07321,0.0669,-0.0353,0.0368,1.0
22,15.039,0.2,1.3924,0.07372,0.06741,-0.0351,0.0369,1.0
23,14.966,0.201,1.3912,0.07294,0.06658,-0.0347,0.0376,1.0
24,15.004,0.199,1.3929,0.07321,0.0669,-0.0355,0.0367,1.0
25,15.045,0.201,1.3927,0.07387,0.06757,-0.0353,0.0365,1.0
26,15.05,0.2,1.3929,0.07384,0.06753,-0.0353,0.0366,1.0
27,15.011,0.201,1.3917,0.07348,0.06715,-0.0348,0.0372,1.0
28,14.94,0.199,1.3915,0.07248,0.06611,-0.0349,0.0376,1.0
29,15.017,0.2,1.3922,0.07346,0.06713,-0.0351,0.037,1.0
30,14.986,0.2,1.3922,0.0731,0.06677,-0.0353,0.0369,1.0
31,14.962,0.2,1.392,0.07283,0.06649,-0.0353,0.037,1.0
32,14.987,0.201,1.3915,0.07319,0.06685,-0.0348,0.0374,1.0
33,14.974,0.199,1.3925,0.07288,0.06655,-0.0354,0.0368,1.0
34,14.979,0.2,1.3923,0.07302,0.0667,-0.0354,0.0368,1.0
35,15.03,0.199,1.3922,0.07352,0.06718,-0.0347,0.0373,1.0
36,15.014,0.201,1.3921,0.07352,0.0672,-0.0352,0.0368,1.0
37,15.039,0.201,1.3917,0.07381,0.06748,-0.0346,0.0373,1.0
38,15.012,0.201,1.3921,0.07349,0.06718,-0.0352,0.0368,1.0
39,15.02,0.199,1.3926,0.07341,0.06709,-0.0352,0.0369,1.0
40,14.99,0.199,1.3923,0.07306,0.06673,-0.0352,0.0371,1.0
41,14.988,0.199,1.3926,0.07304,0.06672,-0.0355,0.0368,1.0
42,15.079,0.199,1.3931,0.07409,0.06779,-0.0352,0.0366,1.0
43,15.0,0.2,1.3922,0.07326,0.06694,-0.0352,0.0369,1.0
44,15.044,0.2,1.3922,0.07378,0.06746,-0.0348,0.0371,1.0
45,14.975,0.2,1.3919,0.07298,0.06664,-0.0352,0.0371,1.0
46,15.077,0.199,1.3935,0.07405,0.06776,-0.0354,0.0363,1.0
