,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,17.078,0.198,250235,1.4418,0.10501,0.09925,-0.0561,0.0319,1.0
1,16.999,0.201,253910,1.441,0.10438,0.09862,-0.0563,0.0319,1.0
2,16.998,0.198,252013,1.4415,0.10405,0.09827,-0.0562,0.0321,1.0
3,16.943,0.198,249888,1.4409,0.10335,0.09755,-0.0559,0.0325,1.0
4,17.06,0.2,251427,1.4414,0.105,0.09924,-0.0562,0.0319,1.0
5,16.973,0.198,253332,1.4415,0.10374,0.09795,-0.0562,0.0321,1.0
6,16.97,0.198,248208,1.441,0.10366,0.09787,-0.0558,0.0325,1.0
7,17.035,0.201,246544,1.4403,0.1048,0.09905,-0.0558,0.0324,1.0
8,17.058,0.2,251572,1.4414,0.10497,0.09922,-0.0562,0.0319,1.0
9,17.056,0.202,250258,1.4407,0.10519,0.09944,-0.0561,0.032,1.0
