,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,16.041,0.203,249033,1.4353,0.09244,0.08615,-0.0554,0.036,1.0
1,15.923,0.201,246613,1.4331,0.09143,0.08513,-0.0562,0.0369,1.0
2,16.014,0.2,251783,1.4355,0.09197,0.08568,-0.0557,0.036,1.0
3,15.978,0.203,248940,1.4347,0.09173,0.0854,-0.0555,0.0363,1.0
4,15.965,0.198,246901,1.4343,0.09151,0.08519,-0.056,0.0367,1.0
5,16.02,0.202,252881,1.4352,0.09229,0.08602,-0.0558,0.0359,1.0
6,15.996,0.197,251533,1.436,0.09145,0.08513,-0.0557,0.0361,1.0
7,16.005,0.198,245404,1.4349,0.09183,0.0855,-0.0557,0.0366,1.0
8,16.016,0.201,251446,1.4354,0.09207,0.08578,-0.0557,0.036,1.0
9,16.007,0.197,248630,1.4364,0.0914,0.08504,-0.0554,0.0362,1.0
