,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,12.995,0.202,253703,1.4407,0.05498,0.04791,-0.0617,0.0597,1.0
1,12.991,0.2,249944,1.4418,0.05472,0.04764,-0.0617,0.0604,1.0
2,12.924,0.201,247291,1.4443,0.05373,0.04665,-0.0618,0.0616,1.0
3,12.925,0.202,253880,1.4443,0.05379,0.04672,-0.062,0.0605,1.0
4,12.995,0.203,253876,1.4406,0.05505,0.04798,-0.0617,0.0597,1.0
5,12.981,0.202,252756,1.4416,0.05473,0.04766,-0.0617,0.06,1.0
6,12.983,0.198,246734,1.4427,0.05443,0.04734,-0.0617,0.061,1.0
7,13.076,0.199,251373,1.4404,0.0558,0.04874,-0.0614,0.0591,1.0
8,12.935,0.199,253546,1.4447,0.05371,0.04663,-0.062,0.0605,1.0
9,13.078,0.203,245495,1.4367,0.05643,0.04936,-0.0612,0.06,1.0
