,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,14.953,0.197,247246,1.4261,0.07987,0.07325,-0.0571,0.0427,1.0
1,15.002,0.202,253739,1.4273,0.08087,0.07438,-0.0575,0.0417,1.0
2,14.944,0.199,247878,1.4258,0.07994,0.07333,-0.0572,0.0426,1.0
3,15.043,0.198,254386,1.4285,0.08101,0.07453,-0.0575,0.0414,1.0
4,15.008,0.2,250636,1.4269,0.08078,0.07425,-0.0573,0.042,1.0
5,15.053,0.201,253251,1.4278,0.08139,0.07492,-0.0575,0.0415,1.0
6,15.0,0.2,249651,1.4266,0.0807,0.07415,-0.0573,0.0422,1.0
7,14.932,0.198,253222,1.4274,0.0797,0.07314,-0.0576,0.0423,1.0
8,14.948,0.2,245404,1.425,0.08006,0.07342,-0.057,0.0428,1.0
9,14.989,0.197,250715,1.4273,0.08031,0.07376,-0.0574,0.0421,1.0
