,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,9.986,0.197,249316,1.516,0.02118,0.01469,-0.0908,0.2704,1.0
1,9.971,0.2,253001,1.5159,0.02111,0.01463,-0.0908,0.2691,1.0
2,10.064,0.203,254413,1.5158,0.02169,0.01517,-0.0892,0.2555,1.0
3,9.992,0.199,253752,1.516,0.02119,0.01471,-0.0906,0.2661,1.0
4,10.064,0.198,253160,1.5155,0.02161,0.01508,-0.0895,0.2581,1.0
5,9.921,0.199,250286,1.5155,0.02087,0.01441,-0.0916,0.2772,1.0
6,9.95,0.198,248832,1.5154,0.02104,0.01455,-0.0912,0.2752,1.0
7,10.039,0.199,251957,1.5157,0.02149,0.01498,-0.0898,0.2616,1.0
8,10.044,0.202,249003,1.516,0.02162,0.0151,-0.0896,0.2619,1.0
9,9.981,0.199,250242,1.516,0.02118,0.01469,-0.0907,0.2699,1.0
