,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,1.055,0.201,245040,0.7101,0.01018,0.00408,-0.1291,0.657,1.0
1,1.024,0.2,252252,0.7068,0.01003,0.00398,-0.129,0.6559,1.0
2,0.949,0.203,250240,0.6987,0.01001,0.00401,-0.1292,0.659,1.0
3,0.984,0.201,254180,0.7024,0.00997,0.00395,-0.1291,0.6566,1.0
4,0.932,0.2,251413,0.6964,0.00997,0.00399,-0.1291,0.6596,1.0
5,1.032,0.201,249891,0.7077,0.01008,0.00401,-0.1291,0.6562,1.0
6,1.057,0.2,252022,0.7106,0.01006,0.00398,-0.129,0.6548,1.0
7,1.051,0.201,246033,0.7097,0.01016,0.00406,-0.1291,0.6568,1.0
8,1.057,0.201,252332,0.7107,0.01006,0.00398,-0.129,0.6546,1.0
9,0.983,0.203,252557,0.7026,0.01,0.00398,-0.1291,0.6569,1.0
