,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,11.011,0.2,254162,1.4926,0.02986,0.02274,-0.0755,0.1335,1.0
1,11.01,0.199,246914,1.4929,0.02984,0.02272,-0.0755,0.1376,1.0
2,11.013,0.2,251760,1.4926,0.0299,0.02277,-0.0755,0.1344,1.0
3,10.95,0.199,254256,1.4949,0.02916,0.02206,-0.0764,0.1401,1.0
4,11.071,0.201,254428,1.4904,0.03056,0.02341,-0.0748,0.1274,1.0
5,10.969,0.199,249960,1.4942,0.02939,0.02229,-0.0761,0.1405,1.0
6,10.987,0.199,245842,1.4935,0.02961,0.0225,-0.0758,0.141,1.0
7,11.058,0.203,250831,1.49,0.03057,0.02342,-0.0747,0.1304,1.0
8,11.016,0.199,250393,1.4926,0.02989,0.02276,-0.0755,0.1351,1.0
9,11.037,0.199,247560,1.4918,0.03014,0.023,-0.0752,0.1346,1.0
