,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,19.972,0.198,248009,1.3659,0.16274,0.15888,-0.0811,0.0267,1.0
1,20.014,0.198,254557,1.3872,0.1583,0.15426,-0.0779,0.0258,1.0
2,19.928,0.2,246394,1.3575,0.16419,0.16039,-0.0821,0.0271,1.0
3,20.076,0.203,248780,1.3514,0.16848,0.16478,-0.085,0.0268,1.0
4,19.963,0.2,251802,1.3749,0.16067,0.15674,-0.0797,0.0263,1.0
5,20.014,0.202,252071,1.3701,0.16284,0.15897,-0.0811,0.0263,1.0
6,20.058,0.197,250520,1.3707,0.16292,0.15905,-0.0812,0.0263,1.0
7,19.974,0.197,252379,1.3814,0.15904,0.15505,-0.0786,0.0261,1.0
8,20.049,0.198,251134,1.3717,0.16262,0.15873,-0.081,0.0263,1.0
9,20.063,0.201,254100,1.3771,0.16181,0.15788,-0.0803,0.0259,1.0
