,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,17.971,0.199,250277,1.4377,0.11776,0.11246,-0.0581,0.0293,1.0
1,17.965,0.202,252863,1.4363,0.11822,0.11296,-0.0584,0.0291,1.0
2,17.958,0.199,245543,1.439,0.11717,0.11181,-0.0574,0.0296,1.0
3,18.049,0.199,249164,1.436,0.11913,0.11388,-0.0584,0.0292,1.0
4,17.934,0.201,248133,1.4381,0.11722,0.11188,-0.0577,0.0295,1.0
5,17.922,0.2,247795,1.4389,0.11683,0.11147,-0.0575,0.0296,1.0
6,17.936,0.202,252866,1.437,0.11769,0.11241,-0.0583,0.0292,1.0
7,17.957,0.201,246784,1.4379,0.11755,0.11221,-0.0577,0.0296,1.0
8,18.011,0.201,248450,1.4361,0.11871,0.11344,-0.0582,0.0293,1.0
9,18.007,0.202,254292,1.4355,0.11901,0.11379,-0.0588,0.029,1.0
