,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,3.046,0.197,247425,0.927,0.01169,0.00496,-0.1267,0.5842,1.0
1,3.075,0.197,246143,0.9302,0.01174,0.005,-0.1267,0.5838,1.0
2,2.954,0.203,247061,0.9184,0.01164,0.00491,-0.127,0.5869,1.0
3,3.037,0.202,254584,0.9269,0.01155,0.00488,-0.1267,0.5814,1.0
4,3.029,0.197,249342,0.9252,0.01163,0.00492,-0.1267,0.584,1.0
5,2.988,0.199,253019,0.921,0.01153,0.00485,-0.1268,0.5838,1.0
6,3.069,0.2,254372,0.93,0.01157,0.00489,-0.1267,0.5806,1.0
7,2.939,0.201,246318,0.9165,0.01164,0.0049,-0.127,0.588,1.0
8,3.052,0.2,254998,0.9281,0.01154,0.00488,-0.1267,0.5809,1.0
9,2.92,0.201,254066,0.9141,0.01146,0.0048,-0.1269,0.5855,1.0
