,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,8.001,0.202,246521,1.4252,0.01665,0.01014,-0.113,0.4195,1.0
1,7.983,0.199,247857,1.423,0.01657,0.01006,-0.1132,0.4203,1.0
2,8.054,0.198,251989,1.4282,0.01654,0.01005,-0.1127,0.4158,1.0
3,8.03,0.203,249987,1.4276,0.01659,0.0101,-0.1128,0.417,1.0
4,8.018,0.203,253853,1.4266,0.01648,0.01,-0.1129,0.4164,1.0
5,7.997,0.202,247120,1.4248,0.01663,0.01012,-0.1131,0.4195,1.0
6,8.061,0.199,249181,1.429,0.01663,0.01013,-0.1127,0.4163,1.0
7,7.955,0.199,252714,1.4206,0.01641,0.00992,-0.1134,0.4201,1.0
8,8.059,0.197,246614,1.4284,0.01668,0.01017,-0.1127,0.4173,1.0
9,7.964,0.198,249267,1.4212,0.01651,0.01,-0.1133,0.4209,1.0
