,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,5.041,0.201,0.7239,0.01176,0.00515,-0.0288,0.3624,1.0
1,4.999,0.199,0.7201,0.01166,0.00509,-0.0291,0.3664,1.0
2,5.023,0.2,0.7223,0.01166,0.00508,-0.029,0.3624,1.0
3,4.946,0.201,0.7159,0.0116,0.00505,-0.0294,0.3723,1.0
4,5.06,0.199,0.7257,0.01164,0.00508,-0.0289,0.3557,1.0
5,4.983,0.2,0.7189,0.01167,0.0051,-0.0292,0.3693,1.0
6,5.057,0.2,0.7254,0.01168,0.00511,-0.0288,0.3577,1.0
7,4.934,0.2,0.7148,0.01154,0.00501,-0.0295,0.3724,1.0
8,4.975,0.2,0.7183,0.01153,0.005,-0.0293,0.3654,1.0
9,5.03,0.2,0.7228,0.01172,0.00512,-0.0289,0.3633,1.0
10,4.997,0.2,0.7201,0.01166,0.00508,-0.0291,0.3663,1.0
11,4.941,0.201,0.7156,0.01154,0.00501,-0.0295,0.3711,1.0
12,5.031,0.2,0.7231,0.01166,0.00509,-0.029,0.361,1.0
13,4.928,0.199,0.7142,0.0115,0.00498,-0.0296,0.3723,1.0
14,4.985,0.2,0.7191,0.01166,0.00509,-0.0292,0.3683,1.0
15,5.027,0.199,0.7226,0.01164,0.00507,-0.029,0.3613,1.0
16,4.948,0.201,0.7161,0.01161,0.00506,-0.0294,0.3725,1.0
17,5.064,0.201,0.7261,0.01174,0.00514,-0.0288,0.358,1.0
18,4.991,0.201,0.7197,0.01165,0.00508,-0.0291,0.3668,1.0
19,5.075,0.199,0.7268,0.01174,0.00514,-0.0287,0.3568,1.0
20,4.979,0.201,0.7188,0.01156,0.00502,-0.0293,0.3652,1.0
21,5.002,0.2,0.7205,0.01165,0.00507,-0.0291,0.3651,1.0
22,5.058,0.201,0.7258,0.01164,0.00508,-0.0289,0.3553,1.0
23,4.995,0.2,0.7199,0.01158,0.00503,-0.0292,0.3639,1.0
24,4.955,0.2,0.7166,0.01153,0.005,-0.0294,0.3685,1.0
25,5.023,0.2,0.7224,0.01163,0.00507,-0.029,0.3613,1.0
26,5.061,0.2,0.7257,0.01173,0.00514,-0.0288,0.3585,1.0
27,5.078,0.201,0.7275,0.01166,0.0051,-0.0287,0.3529,1.0
28,5.065,0.199,0.7261,0.01165,0.00509,-0.0288,0.3554,1.0
29,5.076,0.199,0.7268,0.01176,0.00516,-0.0287,0.3575,1.0
30,5.017,0.2,0.7217,0.01172,0.00513,-0.029,0.3653,1.0
31,5.019,0.2,0.7221,0.01161,0.00505,-0.0291,0.3611,1.0
32,5.052,0.2,0.7248,0.01175,0.00515,-0.0288,0.3608,1.0
33,5.019,0.199,0.7217,0.01169,0.0051,-0.029,0.364,1.0
34,5.025,0.2,0.7223,0.01173,0.00513,-0.0289,0.3642,1.0
