,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,24.969,0.199,0.6583,0.26682,0.26391,-0.0676,0.0236,1.0
1,25.019,0.2,0.6589,0.26751,0.26458,-0.0679,0.0236,1.0
2,25.072,0.2,0.6593,0.26832,0.26537,-0.0682,0.024,1.0
3,25.074,0.2,0.66,0.26798,0.26508,-0.0681,0.0232,1.0
4,24.981,0.201,0.6581,0.26731,0.26435,-0.0677,0.0244,1.0
5,25.043,0.199,0.6592,0.26774,0.26482,-0.068,0.0236,1.0
6,24.983,0.201,0.6583,0.26721,0.26428,-0.0677,0.0239,1.0
7,24.976,0.199,0.658,0.26709,0.26415,-0.0676,0.024,1.0
8,24.956,0.199,0.6576,0.2669,0.26394,-0.0675,0.0244,1.0
9,25.035,0.2,0.6591,0.2677,0.26478,-0.068,0.0236,1.0
10,24.956,0.201,0.6582,0.26679,0.26387,-0.0676,0.0237,1.0
11,25.01,0.199,0.6583,0.26757,0.26461,-0.0678,0.0243,1.0
12,24.969,0.2,0.658,0.26706,0.26412,-0.0676,0.0241,1.0
13,24.987,0.201,0.6583,0.26728,0.26434,-0.0677,0.024,1.0
14,24.963,0.201,0.6579,0.26708,0.26412,-0.0676,0.0244,1.0
15,24.937,0.201,0.6577,0.26669,0.26375,-0.0675,0.0241,1.0
16,24.943,0.2,0.6578,0.26667,0.26374,-0.0675,0.0239,1.0
17,25.035,0.2,0.659,0.26776,0.26483,-0.068,0.0237,1.0
18,25.042,0.2,0.659,0.26789,0.26495,-0.068,0.0238,1.0
19,24.941,0.199,0.6577,0.26659,0.26367,-0.0675,0.0239,1.0
20,25.071,0.201,0.6598,0.26807,0.26516,-0.0681,0.0234,1.0
21,25.071,0.201,0.66,0.268,0.26509,-0.0681,0.0233,1.0
22,25.042,0.199,0.6589,0.26789,0.26494,-0.068,0.024,1.0
23,24.997,0.201,0.6585,0.26734,0.26441,-0.0678,0.0238,1.0
24,25.003,0.2,0.6588,0.26729,0.26437,-0.0678,0.0236,1.0
25,24.962,0.2,0.6579,0.26697,0.26403,-0.0676,0.0241,1.0
26,24.994,0.199,0.6584,0.26723,0.2643,-0.0677,0.0238,1.0
27,25.006,0.199,0.6582,0.2675,0.26454,-0.0678,0.0243,1.0
28,25.047,0.201,0.6596,0.26777,0.26486,-0.068,0.0234,1.0
29,25.078,0.2,0.6594,0.26835,0.2654,-0.0682,0.0238,1.0
30,25.04,0.2,0.659,0.26785,0.26492,-0.068,0.0238,1.0
31,25.07,0.199,0.6596,0.26801,0.26509,-0.0681,0.0234,1.0
32,25.06,0.2,0.6598,0.26782,0.26492,-0.068,0.0233,1.0
33,25.027,0.2,0.6586,0.2678,0.26485,-0.0679,0.0242,1.0
34,24.987,0.201,0.6582,0.26733,0.26437,-0.0677,0.0242,1.0
35,24.947,0.2,0.6581,0.2666,0.26369,-0.0675,0.0236,1.0
36,25.016,0.201,0.6586,0.26768,0.26473,-0.0679,0.0241,1.0
37,25.006,0.199,0.6583,0.26751,0.26455,-0.0678,0.0243,1.0
38,24.932,0.2,0.6576,0.26653,0.2636,-0.0674,0.0239,1.0
39,24.972,0.2,0.6579,0.26715,0.26419,-0.0676,0.0243,1.0
