,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,9.057,0.201,1.0343,0.02292,0.01521,-0.0039,0.0599,1.0
1,8.97,0.2,1.0296,0.02239,0.01471,-0.0046,0.0611,1.0
2,9.027,0.199,1.0328,0.02269,0.01498,-0.0042,0.0604,1.0
3,8.963,0.201,1.029,0.02244,0.01476,-0.0046,0.0614,1.0
4,9.034,0.199,1.033,0.02275,0.01505,-0.0041,0.0605,1.0
5,8.93,0.2,1.0272,0.02221,0.01454,-0.0049,0.0616,1.0
6,8.941,0.199,1.0279,0.02222,0.01455,-0.0049,0.0614,1.0
7,9.008,0.199,1.0317,0.02259,0.0149,-0.0044,0.0607,1.0
8,8.927,0.199,1.0265,0.02226,0.01458,-0.0049,0.0619,1.0
9,9.027,0.201,1.0328,0.02274,0.01504,-0.0041,0.0605,1.0
10,9.08,0.201,1.0353,0.0231,0.01537,-0.0037,0.0596,1.0
11,8.968,0.2,1.0292,0.02245,0.01476,-0.0046,0.0614,1.0
12,9.054,0.199,1.0341,0.02285,0.01514,-0.004,0.0599,1.0
13,8.944,0.2,1.0276,0.02236,0.01467,-0.0047,0.0617,1.0
14,8.926,0.201,1.0269,0.02222,0.01455,-0.0049,0.0616,1.0
