,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,8.038,0.199,0.9609,0.01921,0.01141,-0.0106,0.0793,1.0
1,8.029,0.201,0.9605,0.01919,0.0114,-0.0106,0.0793,1.0
2,7.994,0.2,0.9581,0.01903,0.01124,-0.0109,0.0803,1.0
3,7.997,0.199,0.9582,0.01906,0.01127,-0.0109,0.0809,1.0
4,8.003,0.2,0.9585,0.01909,0.01129,-0.0108,0.0802,1.0
5,7.926,0.199,0.9544,0.01866,0.01092,-0.0116,0.0822,1.0
6,7.944,0.199,0.9554,0.01876,0.011,-0.0114,0.0819,1.0
7,8.055,0.2,0.9618,0.01935,0.01154,-0.0104,0.0792,1.0
8,8.065,0.201,0.9627,0.01939,0.01159,-0.0103,0.079,1.0
9,8.034,0.2,0.9598,0.01931,0.01148,-0.0105,0.0797,1.0
10,8.053,0.201,0.9627,0.01923,0.01146,-0.0105,0.0787,1.0
11,7.966,0.201,0.9568,0.01891,0.01114,-0.0111,0.0814,1.0
12,7.993,0.199,0.958,0.019,0.01121,-0.011,0.0802,1.0
13,8.007,0.2,0.9587,0.01912,0.01132,-0.0108,0.0802,1.0
14,7.984,0.199,0.9575,0.01899,0.01121,-0.011,0.0813,1.0
