,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,17.954,0.2,0.5929,0.18405,0.18086,-0.0277,0.0506,1.0
1,17.939,0.2,0.5979,0.18383,0.18062,-0.0268,0.0507,1.0
2,18.029,0.2,0.5905,0.18506,0.18186,-0.0285,0.0505,1.0
3,18.07,0.2,0.5831,0.18554,0.18235,-0.0299,0.0503,1.0
4,18.0,0.199,0.5951,0.18465,0.18144,-0.0276,0.0506,1.0
5,18.056,0.2,0.5898,0.18541,0.18221,-0.0288,0.0505,1.0
6,18.0,0.2,0.594,0.18467,0.18147,-0.0278,0.0506,1.0
7,18.059,0.2,0.5913,0.18547,0.18226,-0.0286,0.0506,1.0
8,17.975,0.2,0.5931,0.18433,0.18113,-0.0277,0.0506,1.0
9,18.01,0.2,0.5936,0.1848,0.1816,-0.0279,0.0506,1.0
10,17.998,0.199,0.5932,0.18464,0.18143,-0.0279,0.0506,1.0
11,18.002,0.2,0.5902,0.18471,0.18151,-0.0284,0.0505,1.0
12,17.97,0.199,0.5964,0.18424,0.18103,-0.0272,0.0507,1.0
13,17.944,0.199,0.5982,0.18388,0.18067,-0.0268,0.0507,1.0
14,18.032,0.2,0.5949,0.18511,0.18189,-0.0278,0.0506,1.0
