,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,0.053,0.2,0.1242,0.00866,0.00391,-0.0248,0.8263,0.9132
1,0.028,0.2,0.1213,0.00875,0.00399,-0.0249,0.8291,0.913
2,-0.079,0.2,0.1073,0.00867,0.00395,-0.025,0.8349,0.9035
3,-0.014,0.2,0.1149,0.00866,0.00393,-0.0248,0.8303,0.9089
4,-0.01,0.201,0.116,0.00873,0.00398,-0.0249,0.8311,0.9101
5,-0.014,0.2,0.115,0.00867,0.00393,-0.0248,0.8304,0.909
6,-0.073,0.199,0.1079,0.00866,0.00393,-0.0249,0.8343,0.904
7,0.007,0.201,0.1179,0.00867,0.00393,-0.0248,0.829,0.9102
8,0.064,0.2,0.1259,0.00872,0.00395,-0.0249,0.8266,0.9151
9,-0.015,0.2,0.115,0.00869,0.00395,-0.0248,0.8308,0.9093
10,-0.018,0.199,0.1142,0.00864,0.00391,-0.0247,0.8303,0.9084
11,-0.071,0.199,0.108,0.00871,0.00397,-0.0249,0.8352,0.9056
12,0.031,0.2,0.1214,0.00869,0.00394,-0.0249,0.828,0.9122
13,0.019,0.2,0.1199,0.00872,0.00397,-0.0249,0.8292,0.9119
14,0.072,0.199,0.1267,0.00869,0.00393,-0.0248,0.8255,0.9153
