,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,17.045,0.199,0.5601,0.17446,0.17122,-0.0272,0.0548,1.0
1,17.076,0.199,0.5603,0.17483,0.17159,-0.0274,0.0547,1.0
2,17.001,0.201,0.5595,0.17411,0.17086,-0.027,0.0557,1.0
3,16.994,0.201,0.5595,0.17402,0.17076,-0.027,0.0557,1.0
4,17.001,0.2,0.5595,0.17412,0.17086,-0.027,0.0559,1.0
5,16.927,0.201,0.5593,0.17323,0.16998,-0.0266,0.0561,1.0
6,17.079,0.2,0.5604,0.17486,0.17162,-0.0274,0.0546,1.0
7,16.999,0.2,0.5596,0.17399,0.17076,-0.027,0.0552,1.0
8,16.993,0.2,0.5596,0.17391,0.17067,-0.027,0.0551,1.0
9,17.072,0.2,0.5601,0.17483,0.17158,-0.0274,0.0549,1.0
10,17.031,0.201,0.5598,0.17438,0.17113,-0.0272,0.055,1.0
11,17.001,0.199,0.5595,0.17407,0.17082,-0.027,0.0557,1.0
12,16.983,0.2,0.5594,0.17384,0.1706,-0.0269,0.0555,1.0
13,17.035,0.201,0.5599,0.1744,0.17116,-0.0272,0.0549,1.0
