,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,13.964,0.2,1.1236,0.06709,0.06235,0.019,0.034,1.0
1,14.069,0.201,1.1131,0.06995,0.06531,0.0177,0.034,1.0
2,13.966,0.201,1.1256,0.06684,0.06209,0.0191,0.0338,1.0
3,13.937,0.199,1.1231,0.06684,0.06207,0.0192,0.0342,1.0
4,14.055,0.2,1.1139,0.06964,0.06499,0.0179,0.0341,1.0
5,14.024,0.201,1.1209,0.06822,0.06352,0.0185,0.0337,1.0
6,13.976,0.2,1.123,0.06732,0.06258,0.0189,0.0339,1.0
7,13.93,0.2,1.1223,0.0669,0.06214,0.0192,0.0343,1.0
8,13.998,0.199,1.1206,0.06792,0.0632,0.0187,0.034,1.0
9,13.952,0.2,1.1204,0.06744,0.0627,0.019,0.0343,1.0
10,14.009,0.2,1.1164,0.06871,0.06402,0.0184,0.0342,1.0
11,13.984,0.201,1.1239,0.06731,0.06257,0.0189,0.0338,1.0
12,14.061,0.2,1.1187,0.06898,0.06431,0.0182,0.0338,1.0
13,13.932,0.2,1.124,0.06665,0.06189,0.0193,0.0341,1.0
14,13.994,0.201,1.1158,0.06865,0.06396,0.0184,0.0343,1.0
