,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,2.052,0.199,245363,1.03,0.01248,0.0056,-0.1751,0.5947,1.0
1,2.033,0.203,245054,1.0286,0.01248,0.00561,-0.1752,0.5949,1.0
2,1.996,0.197,253946,1.0234,0.01224,0.00545,-0.175,0.5934,1.0
3,1.92,0.199,253016,1.0152,0.01218,0.00542,-0.175,0.5953,1.0
4,1.958,0.198,252720,1.0194,0.01223,0.00544,-0.175,0.5946,1.0
5,2.06,0.201,253164,1.0308,0.01232,0.00552,-0.175,0.5914,1.0
6,2.02,0.197,252840,1.026,0.01228,0.00548,-0.175,0.5931,1.0
7,2.045,0.2,251993,1.0292,0.01233,0.00552,-0.175,0.5924,1.0
8,2.059,0.2,251877,1.0306,0.01235,0.00553,-0.175,0.5921,1.0
9,2.011,0.199,253910,1.0253,0.01226,0.00547,-0.175,0.5928,1.0
