,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,4.97,0.202,248740,1.347,0.01548,0.00821,-0.1729,0.5325,1.0
1,4.959,0.203,253791,1.3468,0.01535,0.00809,-0.173,0.5312,1.0
2,5.056,0.199,254487,1.3575,0.01545,0.00816,-0.1731,0.5298,1.0
3,5.064,0.2,248195,1.3572,0.01561,0.00831,-0.1729,0.5312,1.0
4,5.043,0.199,252417,1.3553,0.01547,0.00819,-0.173,0.5305,1.0
5,4.995,0.203,254170,1.3512,0.01539,0.00812,-0.173,0.5306,1.0
6,5.073,0.197,247130,1.3571,0.01563,0.00833,-0.1728,0.5316,1.0
7,5.068,0.201,253697,1.3595,0.0155,0.00821,-0.1731,0.5297,1.0
8,5.042,0.2,249297,1.3548,0.01555,0.00826,-0.1729,0.5313,1.0
9,4.948,0.201,246425,1.344,0.01552,0.00824,-0.1728,0.5335,1.0
