,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,17.06,0.199,253281,1.4982,0.12274,0.11669,-0.0978,0.0392,1.0
1,17.01,0.202,253347,1.4973,0.12241,0.11634,-0.0978,0.0395,1.0
2,17.08,0.2,250935,1.4978,0.12305,0.117,-0.0977,0.0392,1.0
3,17.007,0.198,252242,1.4974,0.12203,0.11593,-0.0976,0.0396,1.0
4,17.044,0.199,251921,1.4976,0.12256,0.11649,-0.0977,0.0394,1.0
5,17.013,0.201,249733,1.4966,0.12236,0.11625,-0.0976,0.0398,1.0
6,16.994,0.2,250505,1.4966,0.12205,0.11593,-0.0976,0.0398,1.0
7,16.958,0.2,248426,1.4963,0.12173,0.11563,-0.0977,0.0404,1.0
8,16.954,0.2,250713,1.4964,0.12163,0.11552,-0.0976,0.0401,1.0
9,16.953,0.197,247571,1.4966,0.12144,0.11533,-0.0977,0.0406,1.0
