,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,14.945,0.198,250078,1.5392,0.08954,0.08309,-0.0969,0.0645,1.0
1,15.024,0.198,252876,1.5377,0.0908,0.08439,-0.0969,0.0621,1.0
2,14.959,0.201,250290,1.5382,0.09007,0.08364,-0.0969,0.0641,1.0
3,15.026,0.203,249125,1.535,0.0915,0.08509,-0.0968,0.0629,1.0
4,15.053,0.197,251462,1.5364,0.09127,0.08486,-0.0968,0.0619,1.0
5,15.05,0.2,254337,1.5365,0.09145,0.08505,-0.0969,0.0613,1.0
6,14.988,0.198,251235,1.5385,0.09022,0.08379,-0.0968,0.0632,1.0
7,14.997,0.197,253590,1.5393,0.09018,0.08376,-0.0969,0.0625,1.0
8,15.014,0.199,251830,1.5375,0.09075,0.08434,-0.0968,0.0626,1.0
9,15.053,0.202,251634,1.5351,0.09179,0.08539,-0.0968,0.0618,1.0
