,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,15.934,0.201,247411,1.5064,0.10718,0.10094,-0.097,0.0501,1.0
1,16.014,0.202,247554,1.5038,0.10867,0.10243,-0.0971,0.0492,1.0
2,15.991,0.199,248748,1.5054,0.10794,0.10169,-0.0971,0.0494,1.0
3,16.002,0.197,248824,1.5055,0.10793,0.10168,-0.097,0.0492,1.0
4,16.053,0.197,246759,1.5035,0.10885,0.10259,-0.097,0.049,1.0
5,16.077,0.197,253283,1.5024,0.10934,0.10308,-0.0972,0.0479,1.0
6,16.061,0.198,253645,1.5028,0.10915,0.1029,-0.0972,0.048,1.0
7,16.043,0.198,245962,1.5036,0.10878,0.10252,-0.097,0.0492,1.0
8,15.979,0.202,247459,1.505,0.10805,0.10181,-0.097,0.0496,1.0
9,15.986,0.203,251192,1.5048,0.10826,0.10203,-0.0972,0.049,1.0
