,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,10.971,0.202,254166,1.7789,0.02513,0.01931,-0.1313,0.3671,1.0
1,10.958,0.201,246693,1.7787,0.02522,0.01933,-0.1315,0.3708,1.0
2,11.022,0.201,250735,1.7796,0.02541,0.0196,-0.1307,0.3656,1.0
3,10.987,0.199,251991,1.7789,0.02517,0.01934,-0.1313,0.3674,1.0
4,10.932,0.2,251608,1.778,0.02497,0.01909,-0.1319,0.3706,1.0
5,11.064,0.198,248598,1.7799,0.02558,0.01977,-0.1303,0.3643,1.0
6,11.041,0.2,250713,1.7797,0.02547,0.01967,-0.1305,0.3646,1.0
7,11.003,0.198,254755,1.779,0.02515,0.01935,-0.1311,0.3655,1.0
8,10.934,0.2,253919,1.778,0.02492,0.01906,-0.1319,0.3696,1.0
9,10.972,0.201,254389,1.7788,0.0251,0.01928,-0.1314,0.3671,1.0
