,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,19.049,0.198,253318,1.5348,0.14162,0.13595,-0.0984,0.0278,1.0
1,18.93,0.198,249455,1.5287,0.14158,0.13597,-0.099,0.0288,1.0
2,19.017,0.198,254482,1.533,0.1417,0.13605,-0.0987,0.0279,1.0
3,19.011,0.2,251339,1.5314,0.14219,0.13657,-0.099,0.0282,1.0
4,19.076,0.198,246336,1.5329,0.14251,0.13689,-0.0988,0.0283,1.0
5,19.015,0.199,250045,1.5313,0.14219,0.13657,-0.0989,0.0283,1.0
6,18.967,0.197,251681,1.5299,0.14177,0.13615,-0.0991,0.0284,1.0
7,18.928,0.199,252361,1.5287,0.14169,0.13608,-0.0991,0.0285,1.0
8,18.953,0.198,246728,1.5293,0.1417,0.1361,-0.0988,0.0289,1.0
9,19.012,0.203,249642,1.5311,0.14252,0.13691,-0.099,0.0283,1.0
