,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,7.06,0.199,245407,1.5672,0.01839,0.01129,-0.1705,0.4971,1.0
1,6.989,0.203,248153,1.5613,0.01822,0.01113,-0.1707,0.4974,1.0
2,7.079,0.201,253630,1.566,0.01815,0.01119,-0.1697,0.4943,1.0
3,7.0,0.2,246199,1.5606,0.01826,0.01117,-0.1705,0.4978,1.0
4,6.951,0.201,245844,1.5547,0.01819,0.01112,-0.1704,0.4987,1.0
5,6.93,0.2,248614,1.5527,0.01806,0.01099,-0.1704,0.4984,1.0
6,7.052,0.2,248161,1.5655,0.01829,0.01123,-0.1703,0.4964,1.0
7,6.968,0.201,248292,1.5577,0.01815,0.01107,-0.1705,0.4978,1.0
8,6.989,0.199,245767,1.5586,0.01824,0.01116,-0.1704,0.4982,1.0
9,7.063,0.2,249162,1.5659,0.01827,0.01124,-0.1701,0.4959,1.0
