,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,14.025,0.203,248033,1.5939,0.07116,0.06466,-0.0982,0.0935,1.0
1,13.961,0.199,248501,1.6001,0.06936,0.06285,-0.0985,0.097,1.0
2,13.973,0.202,252715,1.5982,0.06995,0.06345,-0.0985,0.0943,1.0
3,13.922,0.2,249306,1.6026,0.06865,0.06215,-0.0986,0.099,1.0
4,14.031,0.2,247465,1.5944,0.07098,0.06447,-0.0982,0.0936,1.0
5,13.95,0.199,252747,1.6009,0.06915,0.06264,-0.0986,0.0956,1.0
6,14.051,0.197,250494,1.5936,0.07115,0.06463,-0.0982,0.0917,1.0
7,13.983,0.201,252070,1.5977,0.07006,0.06356,-0.0984,0.0941,1.0
8,14.027,0.201,252942,1.5941,0.07105,0.06455,-0.0983,0.0917,1.0
9,14.005,0.203,245137,1.5956,0.0707,0.0642,-0.0982,0.0959,1.0
