,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,9.975,0.199,247755,1.7547,0.02217,0.01596,-0.1447,0.4115,1.0
1,9.926,0.198,248884,1.7533,0.022,0.01576,-0.1454,0.413,1.0
2,10.062,0.199,252143,1.7562,0.02223,0.01608,-0.1433,0.4071,1.0
3,10.073,0.2,247082,1.7574,0.02243,0.01627,-0.1433,0.408,1.0
4,10.076,0.2,245205,1.7578,0.0225,0.01633,-0.1433,0.4084,1.0
5,9.944,0.198,246713,1.7543,0.02211,0.01586,-0.1453,0.413,1.0
6,10.019,0.2,254854,1.7546,0.02206,0.01592,-0.1437,0.4079,1.0
7,10.072,0.199,246968,1.7572,0.02242,0.01625,-0.1433,0.4081,1.0
8,10.024,0.198,253346,1.7547,0.02209,0.01594,-0.1438,0.4083,1.0
9,9.973,0.201,250137,1.7543,0.02212,0.01593,-0.1445,0.4107,1.0
