,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,12.033,0.198,248009,1.7685,0.03254,0.02674,-0.1169,0.2891,1.0
1,11.954,0.198,250773,1.7706,0.03175,0.02595,-0.118,0.2961,1.0
2,11.973,0.202,254236,1.7699,0.03208,0.02629,-0.1176,0.2905,1.0
3,11.996,0.2,251227,1.7695,0.03223,0.02644,-0.1174,0.2905,1.0
4,12.041,0.2,254177,1.7667,0.03274,0.02693,-0.1167,0.2839,1.0
5,11.925,0.202,252927,1.7714,0.03162,0.02584,-0.1182,0.2967,1.0
6,12.037,0.198,245495,1.7686,0.03258,0.02679,-0.1169,0.2905,1.0
7,11.979,0.198,246895,1.7701,0.03202,0.02622,-0.1176,0.2961,1.0
8,12.016,0.201,251163,1.7686,0.03249,0.0267,-0.117,0.2882,1.0
9,11.93,0.203,250459,1.7715,0.03172,0.02594,-0.1181,0.2973,1.0
