,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,10.067,0.2,1.8783,0.02397,0.01762,-0.1716,0.4367,1.0
1,9.935,0.201,1.8701,0.02385,0.01754,-0.1728,0.4405,1.0
2,10.078,0.2,1.8799,0.02394,0.01758,-0.1717,0.4362,1.0
3,9.978,0.2,1.872,0.02402,0.0177,-0.1724,0.44,1.0
4,9.929,0.201,1.8703,0.02406,0.01774,-0.173,0.4419,1.0
5,9.964,0.2,1.8713,0.02401,0.01769,-0.1725,0.4405,1.0
6,10.071,0.2,1.8795,0.0239,0.01754,-0.1717,0.4362,1.0
7,9.929,0.201,1.8706,0.02416,0.01783,-0.1731,0.4424,1.0
8,9.932,0.2,1.8697,0.0238,0.01749,-0.1728,0.4405,1.0
9,10.016,0.201,1.8751,0.02378,0.01745,-0.172,0.4374,1.0
10,9.956,0.201,1.8711,0.0239,0.01759,-0.1725,0.4401,1.0
11,10.05,0.199,1.8767,0.0239,0.01756,-0.1717,0.4371,1.0
12,9.983,0.2,1.8725,0.02373,0.01741,-0.1722,0.4384,1.0
13,9.921,0.2,1.8698,0.02402,0.0177,-0.1732,0.4421,1.0
14,10.047,0.2,1.876,0.02412,0.01778,-0.1717,0.4381,1.0
15,10.047,0.2,1.8758,0.02418,0.01785,-0.1717,0.4384,1.0
16,10.008,0.199,1.8734,0.02394,0.01762,-0.1721,0.4387,1.0
17,10.056,0.201,1.8772,0.02406,0.01772,-0.1716,0.4374,1.0
18,9.988,0.199,1.8725,0.02372,0.0174,-0.1722,0.4383,1.0
19,9.923,0.2,1.869,0.02364,0.01734,-0.1728,0.44,1.0
20,9.979,0.201,1.8724,0.02421,0.01789,-0.1724,0.4408,1.0
21,9.987,0.199,1.8722,0.0241,0.01777,-0.1723,0.4402,1.0
22,9.955,0.2,1.8708,0.0237,0.01739,-0.1725,0.4392,1.0
23,10.006,0.2,1.8736,0.02392,0.0176,-0.172,0.4386,1.0
24,9.968,0.2,1.8714,0.02383,0.01752,-0.1724,0.4394,1.0
25,9.922,0.201,1.8694,0.02384,0.01753,-0.1729,0.4409,1.0
26,10.024,0.2,1.8748,0.02395,0.01762,-0.1719,0.4381,1.0
27,9.943,0.2,1.8704,0.02397,0.01766,-0.1728,0.441,1.0
28,9.952,0.201,1.8711,0.02409,0.01777,-0.1727,0.4412,1.0
29,10.048,0.199,1.8755,0.02422,0.01789,-0.1717,0.4388,1.0
30,10.043,0.199,1.8756,0.02403,0.0177,-0.1718,0.438,1.0
31,10.05,0.2,1.8769,0.02394,0.0176,-0.1717,0.4371,1.0
32,10.048,0.201,1.8761,0.02421,0.01787,-0.1717,0.4384,1.0
33,10.023,0.2,1.8749,0.02392,0.0176,-0.1719,0.438,1.0
34,10.055,0.201,1.8774,0.024,0.01766,-0.1716,0.4372,1.0
35,9.978,0.199,1.8718,0.02416,0.01783,-0.1725,0.4409,1.0
36,10.039,0.2,1.8756,0.02405,0.01772,-0.1718,0.4381,1.0
37,9.953,0.199,1.8706,0.02398,0.01766,-0.1727,0.4409,1.0
38,10.071,0.199,1.88,0.02381,0.01744,-0.1719,0.4358,1.0
39,10.063,0.201,1.8791,0.02389,0.01753,-0.1717,0.4363,1.0
40,9.955,0.199,1.8705,0.02374,0.01743,-0.1726,0.4395,1.0
41,9.969,0.2,1.8716,0.02372,0.0174,-0.1724,0.4388,1.0
42,10.024,0.201,1.8753,0.02388,0.01756,-0.1719,0.4376,1.0
43,10.063,0.2,1.8773,0.02409,0.01775,-0.1716,0.4375,1.0
44,9.957,0.2,1.8709,0.02394,0.01762,-0.1726,0.4403,1.0
45,9.972,0.201,1.872,0.02374,0.01743,-0.1723,0.4387,1.0
46,10.077,0.2,1.8778,0.02422,0.01788,-0.1714,0.4376,1.0
47,9.985,0.201,1.8729,0.02373,0.01741,-0.1722,0.4382,1.0
48,9.959,0.201,1.8715,0.02419,0.01787,-0.1727,0.4414,1.0
49,9.964,0.2,1.8713,0.02375,0.01744,-0.1724,0.4392,1.0
50,10.063,0.2,1.8797,0.0238,0.01743,-0.1719,0.4359,1.0
51,9.979,0.2,1.8721,0.0239,0.01758,-0.1723,0.4394,1.0
52,10.044,0.2,1.8777,0.02374,0.01739,-0.1719,0.4363,1.0
53,10.061,0.201,1.8803,0.02378,0.01742,-0.1719,0.4357,1.0
54,10.016,0.2,1.8745,0.02385,0.01753,-0.172,0.4379,1.0
55,10.003,0.201,1.8741,0.02378,0.01745,-0.172,0.4378,1.0
56,10.006,0.201,1.8742,0.02381,0.01748,-0.172,0.4378,1.0
57,9.964,0.201,1.8715,0.02393,0.01762,-0.1725,0.4399,1.0
58,9.926,0.201,1.8698,0.02391,0.0176,-0.1729,0.4412,1.0
59,9.982,0.2,1.8722,0.02396,0.01765,-0.1723,0.4396,1.0
60,10.052,0.2,1.8767,0.02401,0.01767,-0.1717,0.4374,1.0
61,9.954,0.201,1.8713,0.02418,0.01785,-0.1727,0.4416,1.0
62,10.015,0.201,1.8741,0.0242,0.01787,-0.172,0.4395,1.0
63,10.0,0.2,1.8731,0.02421,0.01789,-0.1722,0.4402,1.0
64,10.059,0.2,1.8768,0.02413,0.01779,-0.1716,0.4378,1.0
65,10.001,0.2,1.8733,0.02393,0.01761,-0.1721,0.4388,1.0
66,10.059,0.199,1.879,0.02375,0.01739,-0.1719,0.436,1.0
67,10.015,0.2,1.8738,0.02417,0.01784,-0.172,0.4395,1.0
68,10.059,0.2,1.8782,0.02387,0.01752,-0.1717,0.4365,1.0
69,9.961,0.201,1.8714,0.024,0.01769,-0.1725,0.4404,1.0
70,10.058,0.201,1.8779,0.02396,0.01762,-0.1717,0.4368,1.0
71,10.071,0.199,1.88,0.02381,0.01745,-0.1719,0.4358,1.0
72,10.028,0.2,1.8749,0.02402,0.01769,-0.1719,0.4383,1.0
73,10.021,0.201,1.8745,0.02416,0.01783,-0.1719,0.4391,1.0
74,9.976,0.201,1.8723,0.02375,0.01743,-0.1723,0.4386,1.0
75,9.978,0.2,1.8722,0.02369,0.01737,-0.1723,0.4383,1.0
76,10.076,0.2,1.8826,0.02376,0.01737,-0.1721,0.4351,1.0
77,10.049,0.201,1.8778,0.02385,0.0175,-0.1718,0.4366,1.0
78,9.999,0.199,1.873,0.02392,0.01759,-0.1721,0.4389,1.0
79,9.994,0.2,1.8728,0.02418,0.01785,-0.1722,0.4403,1.0
80,9.999,0.2,1.8731,0.02412,0.01779,-0.1722,0.4398,1.0
81,10.058,0.2,1.8764,0.02422,0.01789,-0.1716,0.4383,1.0
82,9.946,0.199,1.8703,0.02395,0.01763,-0.1728,0.4409,1.0
83,10.018,0.199,1.874,0.024,0.01767,-0.172,0.4387,1.0
84,10.057,0.2,1.878,0.02387,0.01752,-0.1717,0.4366,1.0
85,9.961,0.201,1.8714,0.02405,0.01773,-0.1725,0.4406,1.0
86,10.065,0.2,1.8785,0.02392,0.01757,-0.1717,0.4365,1.0
87,9.992,0.199,1.8728,0.02372,0.0174,-0.1722,0.4382,1.0
88,10.017,0.2,1.8743,0.02396,0.01763,-0.1719,0.4384,1.0
89,10.019,0.199,1.8741,0.02395,0.01763,-0.172,0.4384,1.0
90,10.073,0.199,1.8817,0.02374,0.01736,-0.1721,0.4353,1.0
91,9.987,0.2,1.8727,0.02377,0.01745,-0.1722,0.4384,1.0
92,10.011,0.2,1.874,0.02392,0.01759,-0.172,0.4384,1.0
93,9.943,0.201,1.8706,0.02397,0.01766,-0.1727,0.4409,1.0
94,10.026,0.199,1.8747,0.02392,0.01759,-0.1719,0.438,1.0
95,10.01,0.2,1.8736,0.02412,0.0178,-0.172,0.4394,1.0
96,10.009,0.2,1.8736,0.02405,0.01772,-0.172,0.4391,1.0
97,9.964,0.201,1.8717,0.02414,0.01782,-0.1726,0.441,1.0
98,10.036,0.2,1.8753,0.02406,0.01773,-0.1718,0.4382,1.0
99,9.982,0.2,1.8722,0.02408,0.01776,-0.1723,0.4402,1.0
