,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,11.072,0.201,1.8882,0.02682,0.02083,-0.1554,0.4039,1.0
1,11.051,0.201,1.8868,0.02679,0.02081,-0.1555,0.4046,1.0
2,10.948,0.2,1.8821,0.02661,0.02063,-0.1567,0.4084,1.0
3,11.042,0.2,1.8859,0.02677,0.02079,-0.1556,0.4051,1.0
4,10.935,0.201,1.8819,0.02659,0.02061,-0.1568,0.4088,1.0
5,10.937,0.2,1.8818,0.02655,0.02057,-0.1568,0.4086,1.0
6,11.065,0.2,1.8876,0.02676,0.02077,-0.1555,0.4041,1.0
7,10.953,0.2,1.8821,0.0265,0.02053,-0.1566,0.4075,1.0
8,11.044,0.201,1.8863,0.02678,0.02079,-0.1556,0.4048,1.0
9,10.937,0.2,1.8818,0.02653,0.02056,-0.1568,0.4085,1.0
10,11.065,0.201,1.8875,0.02684,0.02086,-0.1554,0.4043,1.0
11,10.947,0.199,1.8818,0.02644,0.02047,-0.1567,0.4076,1.0
12,11.073,0.201,1.8874,0.02696,0.02098,-0.1553,0.4046,1.0
13,10.985,0.2,1.8832,0.02667,0.0207,-0.1562,0.407,1.0
14,10.96,0.2,1.8824,0.02653,0.02056,-0.1565,0.4073,1.0
