,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,24.959,0.2,0.9227,0.28305,0.28074,-0.1365,0.0415,1.0
1,25.077,0.199,0.914,0.2874,0.28506,-0.1389,0.0403,1.0
2,24.96,0.2,0.9301,0.28132,0.279,-0.135,0.0418,1.0
3,24.946,0.199,0.9261,0.28191,0.2796,-0.1357,0.0416,1.0
4,25.046,0.201,0.9244,0.28423,0.2819,-0.1366,0.0416,1.0
5,24.965,0.201,0.9288,0.28178,0.27947,-0.1353,0.0417,1.0
6,25.056,0.2,0.9227,0.28473,0.2824,-0.1369,0.0415,1.0
7,25.035,0.201,0.9272,0.28341,0.28108,-0.136,0.0417,1.0
8,24.942,0.199,0.9147,0.28494,0.28263,-0.1381,0.0405,1.0
9,25.031,0.201,0.9133,0.2871,0.28479,-0.139,0.0392,1.0
10,24.925,0.201,0.9255,0.28189,0.27959,-0.1358,0.0416,1.0
11,25.013,0.201,0.9254,0.28342,0.2811,-0.1362,0.0416,1.0
12,24.972,0.2,0.9147,0.28553,0.28321,-0.1383,0.0405,1.0
13,24.925,0.201,0.933,0.28013,0.27781,-0.1343,0.0419,1.0
14,24.927,0.2,0.9183,0.28362,0.28131,-0.1372,0.0411,1.0
15,24.951,0.201,0.9263,0.28213,0.27982,-0.1358,0.0416,1.0
16,24.983,0.2,0.9142,0.28589,0.28357,-0.1385,0.0403,1.0
17,24.924,0.2,0.9314,0.28037,0.27805,-0.1345,0.0418,1.0
18,24.993,0.201,0.9154,0.2857,0.28338,-0.1382,0.0407,1.0
19,24.969,0.201,0.9248,0.28281,0.2805,-0.1362,0.0416,1.0
20,24.982,0.2,0.9305,0.2816,0.27927,-0.135,0.0418,1.0
21,24.968,0.2,0.926,0.28241,0.28009,-0.1358,0.0416,1.0
22,24.987,0.201,0.9281,0.28234,0.28002,-0.1356,0.0417,1.0
23,25.021,0.2,0.925,0.28358,0.28126,-0.1363,0.0416,1.0
24,25.02,0.201,0.9246,0.28375,0.28143,-0.1364,0.0416,1.0
25,24.999,0.2,0.9148,0.28596,0.28363,-0.1384,0.0405,1.0
26,24.998,0.2,0.9266,0.2828,0.28048,-0.1359,0.0417,1.0
27,24.967,0.199,0.9255,0.28243,0.28012,-0.1359,0.0416,1.0
28,25.011,0.201,0.9139,0.28652,0.28419,-0.1387,0.0401,1.0
29,24.935,0.2,0.93,0.2809,0.27859,-0.1349,0.0418,1.0
30,24.952,0.2,0.9253,0.28229,0.27998,-0.1359,0.0416,1.0
31,25.05,0.201,0.9133,0.28742,0.2851,-0.1391,0.0393,1.0
32,24.958,0.201,0.9297,0.28146,0.27914,-0.1351,0.0418,1.0
33,24.931,0.199,0.9297,0.28081,0.2785,-0.1349,0.0418,1.0
34,25.048,0.2,0.9142,0.28696,0.28463,-0.1387,0.0403,1.0
35,25.032,0.201,0.9241,0.28407,0.28175,-0.1366,0.0415,1.0
36,25.075,0.2,0.9131,0.28778,0.28546,-0.1392,0.0389,1.0
37,25.001,0.199,0.9165,0.28532,0.283,-0.1379,0.0409,1.0
38,25.052,0.2,0.9222,0.28477,0.28244,-0.137,0.0415,1.0
39,25.06,0.201,0.9133,0.28757,0.28524,-0.1391,0.0395,1.0
40,25.02,0.2,0.9233,0.28397,0.28165,-0.1366,0.0415,1.0
41,24.971,0.201,0.9242,0.28298,0.28067,-0.1363,0.0415,1.0
42,24.925,0.2,0.923,0.2824,0.28009,-0.1363,0.0415,1.0
43,25.033,0.2,0.9141,0.28675,0.28442,-0.1387,0.0403,1.0
44,25.005,0.199,0.9133,0.28645,0.28413,-0.1387,0.0397,1.0
45,25.049,0.199,0.9144,0.28682,0.28449,-0.1387,0.0404,1.0
46,25.0,0.201,0.9282,0.28253,0.28021,-0.1356,0.0417,1.0
47,25.05,0.2,0.9137,0.28716,0.28483,-0.1389,0.04,1.0
48,24.969,0.201,0.9146,0.28563,0.28331,-0.1384,0.0404,1.0
49,24.966,0.201,0.9283,0.28192,0.27961,-0.1354,0.0417,1.0
50,24.929,0.201,0.9279,0.28135,0.27904,-0.1353,0.0417,1.0
51,24.966,0.199,0.9146,0.28539,0.28307,-0.1382,0.0405,1.0
52,24.925,0.2,0.9275,0.28132,0.27901,-0.1354,0.0417,1.0
53,24.997,0.199,0.9189,0.28458,0.28226,-0.1374,0.0412,1.0
54,25.035,0.199,0.9155,0.28621,0.28387,-0.1383,0.0408,1.0
55,25.011,0.201,0.925,0.28349,0.28117,-0.1363,0.0416,1.0
56,24.991,0.2,0.9234,0.28343,0.28111,-0.1365,0.0415,1.0
57,24.964,0.201,0.9311,0.28126,0.27894,-0.1348,0.0418,1.0
58,24.997,0.2,0.9288,0.28227,0.27995,-0.1354,0.0417,1.0
59,25.058,0.2,0.9138,0.28728,0.28495,-0.1389,0.0401,1.0
60,25.047,0.2,0.9163,0.28625,0.28391,-0.1382,0.0409,1.0
61,24.943,0.2,0.9294,0.28118,0.27887,-0.135,0.0418,1.0
62,25.013,0.2,0.9132,0.28672,0.28441,-0.1389,0.0394,1.0
63,25.052,0.2,0.917,0.28609,0.28376,-0.1381,0.041,1.0
64,24.946,0.2,0.9143,0.28522,0.28291,-0.1383,0.0403,1.0
65,25.028,0.201,0.9144,0.28666,0.28433,-0.1387,0.0404,1.0
66,24.969,0.2,0.9251,0.28267,0.28035,-0.1361,0.0416,1.0
67,24.951,0.201,0.9142,0.28545,0.28314,-0.1384,0.0402,1.0
68,24.968,0.2,0.9292,0.28167,0.27935,-0.1352,0.0418,1.0
69,24.972,0.201,0.9237,0.28313,0.28081,-0.1364,0.0415,1.0
70,25.048,0.201,0.9146,0.28694,0.2846,-0.1387,0.0404,1.0
71,24.933,0.2,0.9264,0.2817,0.27939,-0.1356,0.0416,1.0
72,24.984,0.201,0.9136,0.28618,0.28386,-0.1387,0.0398,1.0
73,24.997,0.201,0.9265,0.28288,0.28056,-0.1359,0.0416,1.0
74,24.975,0.199,0.9303,0.28144,0.27912,-0.1349,0.0418,1.0
75,25.055,0.2,0.9137,0.28726,0.28493,-0.1389,0.04,1.0
76,24.93,0.2,0.9238,0.2823,0.27999,-0.1361,0.0415,1.0
77,24.941,0.2,0.9287,0.28131,0.27899,-0.1352,0.0417,1.0
78,24.931,0.201,0.9224,0.28274,0.28044,-0.1365,0.0414,1.0
79,24.991,0.201,0.9138,0.28624,0.28392,-0.1386,0.04,1.0
80,24.93,0.2,0.9154,0.28458,0.28226,-0.1379,0.0407,1.0
81,25.047,0.199,0.9137,0.28703,0.2847,-0.1388,0.0401,1.0
82,25.079,0.2,0.9137,0.28766,0.28533,-0.139,0.04,1.0
83,25.067,0.201,0.9247,0.28455,0.28222,-0.1366,0.0416,1.0
84,25.025,0.2,0.9147,0.2864,0.28407,-0.1385,0.0405,1.0
85,24.965,0.199,0.9137,0.28568,0.28336,-0.1385,0.04,1.0
86,24.941,0.199,0.9311,0.28068,0.27836,-0.1346,0.0418,1.0
87,25.025,0.2,0.9136,0.28681,0.28449,-0.1388,0.0399,1.0
