,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,15.972,0.2,1.5702,0.11055,0.10441,-0.1143,0.0637,1.0
1,15.995,0.2,1.5689,0.11102,0.10489,-0.1144,0.0632,1.0
2,15.947,0.201,1.5711,0.11016,0.10403,-0.1143,0.0647,1.0
3,15.934,0.2,1.5716,0.10982,0.10368,-0.1143,0.0655,1.0
4,16.054,0.2,1.5659,0.11225,0.10611,-0.1145,0.0618,1.0
5,15.944,0.2,1.5712,0.11002,0.10388,-0.1143,0.065,1.0
6,15.924,0.2,1.5719,0.10964,0.1035,-0.1142,0.0659,1.0
7,16.077,0.201,1.5641,0.11285,0.10671,-0.1144,0.0622,1.0
8,15.931,0.2,1.5717,0.10977,0.10363,-0.1143,0.0656,1.0
9,15.922,0.199,1.5725,0.10947,0.10333,-0.1142,0.0656,1.0
10,16.051,0.199,1.5661,0.11208,0.10594,-0.1144,0.0624,1.0
11,16.066,0.201,1.5647,0.11261,0.10647,-0.1144,0.0624,1.0
12,15.926,0.2,1.572,0.10966,0.10352,-0.1143,0.0657,1.0
13,16.031,0.2,1.5671,0.11177,0.10563,-0.1144,0.0625,1.0
14,15.922,0.199,1.5729,0.10944,0.1033,-0.1143,0.065,1.0
