,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,12.961,0.2,1.8595,0.04123,0.03582,-0.1302,0.3004,1.0
1,13.029,0.2,1.8555,0.0422,0.03678,-0.1293,0.2942,1.0
2,12.937,0.201,1.8615,0.04092,0.03553,-0.1304,0.3036,1.0
3,12.943,0.199,1.8614,0.04088,0.03549,-0.1304,0.3036,1.0
4,12.977,0.199,1.8591,0.04137,0.03596,-0.13,0.3007,1.0
5,13.0,0.199,1.8573,0.04172,0.0363,-0.1297,0.298,1.0
6,13.042,0.201,1.8546,0.04245,0.03704,-0.1291,0.2924,1.0
7,12.935,0.2,1.8619,0.04082,0.03543,-0.1305,0.3046,1.0
8,13.074,0.201,1.8528,0.04292,0.0375,-0.1287,0.2911,1.0
9,13.062,0.2,1.8539,0.04266,0.03725,-0.1289,0.2926,1.0
10,12.999,0.2,1.8572,0.04178,0.03636,-0.1296,0.299,1.0
11,13.045,0.2,1.8547,0.04242,0.03701,-0.1291,0.293,1.0
12,13.077,0.2,1.8524,0.04292,0.0375,-0.1287,0.2896,1.0
13,12.951,0.201,1.8606,0.04112,0.03573,-0.1302,0.3025,1.0
14,12.989,0.199,1.8578,0.04157,0.03615,-0.1298,0.2979,1.0
