,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,8.033,0.199,1.7551,0.02113,0.01421,-0.1907,0.4858,1.0
1,7.982,0.201,1.7489,0.02118,0.01425,-0.1906,0.4868,1.0
2,8.053,0.2,1.7568,0.02128,0.01436,-0.1906,0.486,1.0
3,8.06,0.199,1.7584,0.02117,0.01425,-0.1908,0.4854,1.0
4,8.074,0.199,1.7607,0.02114,0.01422,-0.1909,0.485,1.0
5,8.072,0.201,1.7613,0.02117,0.01424,-0.191,0.4849,1.0
6,7.932,0.199,1.7438,0.02092,0.014,-0.1907,0.4868,1.0
7,8.047,0.199,1.7574,0.0211,0.01418,-0.1908,0.4853,1.0
8,7.974,0.201,1.7479,0.02118,0.01426,-0.1905,0.487,1.0
9,8.079,0.201,1.7607,0.0213,0.01438,-0.1907,0.4854,1.0
10,8.023,0.199,1.7538,0.02112,0.0142,-0.1907,0.4859,1.0
11,7.987,0.2,1.7492,0.02116,0.01424,-0.1906,0.4868,1.0
12,7.931,0.2,1.7427,0.0211,0.01418,-0.1905,0.4876,1.0
13,7.973,0.2,1.7491,0.02098,0.01406,-0.1907,0.4862,1.0
14,7.934,0.2,1.7444,0.02093,0.01402,-0.1907,0.4868,1.0
