,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,1.937,0.2,1.1188,0.01321,0.00637,-0.1979,0.5851,1.0
1,2.0,0.201,1.1263,0.01323,0.00636,-0.198,0.5831,1.0
2,2.022,0.201,1.129,0.01322,0.00633,-0.198,0.5822,1.0
3,1.963,0.2,1.1217,0.01322,0.00636,-0.1979,0.5843,1.0
4,1.965,0.201,1.1223,0.0132,0.00635,-0.1979,0.5839,1.0
5,1.932,0.2,1.1183,0.01314,0.00632,-0.1979,0.5844,1.0
6,2.012,0.2,1.1275,0.01322,0.00634,-0.1979,0.5827,1.0
7,2.023,0.2,1.1287,0.01326,0.00637,-0.1979,0.5829,1.0
8,2.018,0.2,1.128,0.01329,0.00639,-0.1979,0.5834,1.0
9,1.97,0.2,1.1226,0.01318,0.00633,-0.1979,0.5836,1.0
10,1.944,0.2,1.1197,0.01313,0.0063,-0.1979,0.5838,1.0
11,2.072,0.2,1.1345,0.0133,0.00637,-0.198,0.5817,1.0
12,2.079,0.199,1.1351,0.01329,0.00636,-0.198,0.5816,1.0
13,1.973,0.2,1.1231,0.01316,0.00631,-0.1979,0.5832,1.0
14,2.019,0.2,1.1281,0.01328,0.00638,-0.1979,0.5832,1.0
