,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,14.922,0.201,1.6504,0.08625,0.08023,-0.1145,0.1135,1.0
1,14.983,0.2,1.6439,0.0878,0.08176,-0.1145,0.1078,1.0
2,14.943,0.201,1.6473,0.08695,0.08091,-0.1146,0.1094,1.0
3,15.078,0.199,1.6344,0.09019,0.08411,-0.1144,0.1008,1.0
4,14.975,0.2,1.645,0.08756,0.08151,-0.1145,0.1088,1.0
5,15.071,0.201,1.6346,0.0902,0.08413,-0.1143,0.1021,1.0
6,14.95,0.201,1.6467,0.0871,0.08106,-0.1146,0.1094,1.0
7,15.009,0.201,1.6409,0.08858,0.08253,-0.1144,0.1065,1.0
8,15.014,0.199,1.6406,0.08857,0.08251,-0.1145,0.1053,1.0
9,15.021,0.199,1.6401,0.08872,0.08265,-0.1144,0.1053,1.0
10,15.023,0.2,1.6394,0.0889,0.08284,-0.1144,0.1049,1.0
11,14.982,0.2,1.6445,0.0877,0.08166,-0.1144,0.1089,1.0
12,14.941,0.199,1.6486,0.0866,0.08056,-0.1146,0.1108,1.0
13,14.939,0.201,1.6483,0.08675,0.08071,-0.1145,0.1114,1.0
