,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,15.935,0.2,0.5041,0.16078,0.15749,-0.0089,0.055,1.0
1,16.077,0.199,0.5128,0.16206,0.15878,-0.0084,0.0545,1.0
2,16.075,0.2,0.512,0.16208,0.15879,-0.0086,0.0545,1.0
3,16.077,0.199,0.5135,0.16205,0.15876,-0.0084,0.0545,1.0
4,16.039,0.2,0.5099,0.16171,0.15842,-0.0086,0.0546,1.0
5,15.921,0.2,0.5002,0.16098,0.15767,-0.0094,0.0554,1.0
6,16.07,0.201,0.513,0.16199,0.15871,-0.0084,0.0545,1.0
7,15.986,0.201,0.5025,0.16155,0.15824,-0.0094,0.0551,1.0
8,16.001,0.2,0.5027,0.16171,0.15839,-0.0094,0.0551,1.0
9,15.944,0.2,0.502,0.16108,0.15777,-0.0092,0.0552,1.0
10,16.035,0.199,0.5105,0.16163,0.15834,-0.0086,0.0546,1.0
11,15.95,0.2,0.5031,0.16105,0.15775,-0.0091,0.0551,1.0
12,15.975,0.199,0.5055,0.16117,0.15787,-0.0089,0.0549,1.0
13,15.924,0.199,0.5004,0.16099,0.15767,-0.0094,0.0554,1.0
14,15.974,0.2,0.5039,0.16128,0.15798,-0.0091,0.055,1.0
