,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,13.031,0.2,0.9869,0.06433,0.06,0.0337,0.0354,1.0
1,12.974,0.199,0.9938,0.0626,0.05819,0.0348,0.0354,1.0
2,12.959,0.2,1.014,0.05968,0.05512,0.0367,0.0348,1.0
3,12.977,0.201,1.0108,0.06033,0.0558,0.0364,0.0348,1.0
4,12.971,0.201,0.9943,0.06253,0.05813,0.0348,0.0353,1.0
5,13.051,0.2,0.9824,0.06525,0.06095,0.0331,0.0355,1.0
6,13.072,0.2,1.0081,0.06184,0.05735,0.0357,0.0347,1.0
7,12.936,0.201,1.0034,0.06083,0.05635,0.0359,0.0351,1.0
8,13.057,0.2,1.0095,0.06146,0.05696,0.0359,0.0347,1.0
9,12.994,0.2,1.0031,0.06155,0.05709,0.0356,0.035,1.0
10,13.073,0.2,1.01,0.06158,0.05708,0.0358,0.0346,1.0
11,13.037,0.199,1.0209,0.05965,0.05505,0.0369,0.0344,1.0
12,13.012,0.2,1.013,0.06044,0.0559,0.0364,0.0347,1.0
13,12.988,0.2,1.0147,0.05994,0.05538,0.0366,0.0347,1.0
14,13.03,0.201,0.9858,0.0645,0.06017,0.0336,0.0354,1.0
