,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,8.977,0.201,0.9453,0.0241,0.01669,0.0155,0.0516,1.0
1,9.069,0.199,0.9526,0.0243,0.01696,0.0159,0.0505,1.0
2,9.009,0.199,0.9476,0.02418,0.01678,0.0156,0.0513,1.0
3,8.941,0.2,0.9423,0.02396,0.01652,0.0153,0.052,1.0
4,8.924,0.2,0.9414,0.02369,0.01628,0.0151,0.0517,1.0
5,8.943,0.199,0.9427,0.02381,0.0164,0.0152,0.0517,1.0
6,9.064,0.201,0.9522,0.02445,0.01709,0.016,0.0507,1.0
7,8.975,0.199,0.9451,0.02396,0.01656,0.0154,0.0514,1.0
8,8.954,0.2,0.9436,0.02388,0.01648,0.0153,0.0516,1.0
9,8.951,0.2,0.9436,0.02379,0.0164,0.0153,0.0514,1.0
10,8.973,0.199,0.9448,0.02402,0.01661,0.0154,0.0516,1.0
11,8.931,0.201,0.942,0.02379,0.01638,0.0152,0.0517,1.0
12,8.946,0.2,0.943,0.02387,0.01646,0.0153,0.0517,1.0
13,8.996,0.2,0.9468,0.0241,0.01671,0.0156,0.0513,1.0
14,9.008,0.2,0.9478,0.02414,0.01676,0.0157,0.0512,1.0
