,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,0.972,0.199,0.1135,0.00895,0.00407,0.0028,0.7803,0.9292
1,0.928,0.201,0.1075,0.00894,0.00408,0.0029,0.7853,0.9276
2,1.042,0.201,0.1236,0.00904,0.00412,0.0027,0.7743,0.9327
3,0.997,0.199,0.1177,0.00901,0.00412,0.0027,0.779,0.9309
4,0.93,0.199,0.1081,0.00896,0.00409,0.0028,0.7858,0.928
5,1.02,0.2,0.1202,0.00899,0.00409,0.0027,0.7757,0.9313
6,0.972,0.199,0.1136,0.00896,0.00408,0.0028,0.7806,0.9294
7,1.034,0.2,0.1215,0.00895,0.00406,0.0028,0.7733,0.9314
8,0.933,0.199,0.1087,0.00897,0.0041,0.0028,0.7857,0.9282
9,1.079,0.2,0.1275,0.009,0.00409,0.0028,0.7685,0.934
10,1.067,0.2,0.1261,0.009,0.00409,0.0027,0.7701,0.9334
11,1.046,0.201,0.1236,0.009,0.0041,0.0027,0.7729,0.9325
12,1.044,0.199,0.124,0.00906,0.00413,0.0026,0.7748,0.9332
13,0.979,0.199,0.1152,0.009,0.00412,0.0027,0.7809,0.9301
14,1.029,0.201,0.1208,0.00895,0.00405,0.0029,0.7737,0.9311
