,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,17.057,0.201,0.5047,0.17372,0.17042,-0.0156,0.0486,1.0
1,17.037,0.201,0.5046,0.17349,0.17019,-0.0155,0.0486,1.0
2,17.028,0.199,0.5041,0.17346,0.17015,-0.0155,0.0488,1.0
3,16.932,0.199,0.5024,0.17255,0.16925,-0.0151,0.0494,1.0
4,16.972,0.199,0.5036,0.17279,0.16951,-0.0152,0.0488,1.0
5,16.993,0.2,0.5034,0.17314,0.16984,-0.0154,0.049,1.0
6,16.969,0.2,0.5033,0.17283,0.16954,-0.0153,0.0489,1.0
7,17.025,0.199,0.5051,0.1732,0.16992,-0.0154,0.0483,1.0
8,17.016,0.2,0.504,0.17331,0.17001,-0.0155,0.0488,1.0
9,17.025,0.2,0.5053,0.17318,0.16991,-0.0153,0.0482,1.0
10,16.984,0.2,0.5031,0.17308,0.16977,-0.0154,0.0492,1.0
11,17.026,0.201,0.5045,0.17337,0.17008,-0.0155,0.0486,1.0
12,17.054,0.2,0.5056,0.1735,0.17022,-0.0155,0.0482,1.0
13,17.057,0.201,0.5057,0.17354,0.17026,-0.0155,0.0482,1.0
14,17.035,0.201,0.504,0.17356,0.17026,-0.0156,0.0488,1.0
