,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,3.069,0.2,0.4465,0.01062,0.00462,-0.0142,0.4929,0.9951
1,2.925,0.199,0.4196,0.01043,0.00455,-0.0121,0.5156,0.9909
2,2.932,0.199,0.4235,0.01051,0.0046,-0.0127,0.5158,0.9922
3,2.968,0.2,0.429,0.01054,0.00461,-0.013,0.5098,0.9931
4,3.045,0.201,0.4421,0.0106,0.00462,-0.0139,0.4967,0.9946
5,2.926,0.2,0.422,0.01049,0.00459,-0.0125,0.5163,0.9917
6,2.95,0.2,0.4245,0.01048,0.00457,-0.0125,0.5118,0.9919
7,3.016,0.2,0.4365,0.01057,0.00461,-0.0134,0.5018,0.994
8,2.95,0.2,0.4251,0.01049,0.00458,-0.0126,0.512,0.9921
9,2.984,0.2,0.4318,0.01057,0.00462,-0.0132,0.5076,0.9937
10,2.949,0.2,0.426,0.01052,0.0046,-0.0128,0.5127,0.9925
11,2.976,0.2,0.4288,0.01052,0.00458,-0.0127,0.5079,0.9927
12,3.064,0.2,0.4426,0.01057,0.00459,-0.0136,0.4929,0.9944
13,3.036,0.2,0.4396,0.01058,0.00461,-0.0136,0.4982,0.9943
14,3.055,0.2,0.4431,0.01059,0.00461,-0.0139,0.495,0.9947
