,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,19.065,0.199,254967,0.929,0.23579,0.23234,-0.0898,0.043,1.0
1,18.963,0.199,247693,0.6329,0.19701,0.19387,-0.0477,0.0499,1.0
2,19.065,0.202,246928,0.6355,0.19802,0.19488,-0.048,0.0494,1.0
3,18.973,0.198,253302,0.6366,0.19642,0.19332,-0.0472,0.0492,1.0
4,19.072,0.202,249200,0.6373,0.19779,0.19467,-0.0477,0.0491,1.0
5,18.927,0.197,253065,0.924,0.23403,0.23057,-0.0887,0.044,1.0
6,18.947,0.199,247818,0.6326,0.19685,0.19371,-0.0477,0.0499,1.0
7,19.067,0.198,249301,0.6371,0.19765,0.19452,-0.0477,0.0492,1.0
8,18.952,0.2,250226,0.6339,0.19667,0.19355,-0.0475,0.0496,1.0
9,19.07,0.199,253652,0.6413,0.19712,0.19403,-0.047,0.0487,1.0
